,date,format,deck,wins,games
1305,2023-05-12,MOM,Temur (RGU),59,117
1306,2023-05-12,MOM,Abzan (GWB),125,240
1307,2023-05-12,MOM,Esper (WUB),151,275
1308,2023-05-12,MOM,Grixis (UBR),115,232
1309,2023-05-12,MOM,Jund (BRG),55,100
1310,2023-05-12,MOM,Naya (RGW),31,65
1311,2023-05-12,MOM,Bant (GWU),38,81
1312,2023-05-12,MOM,Jeskai (WUR) + Splash,8,13
1313,2023-05-12,MOM,Sultai (UBG) + Splash,179,348
1314,2023-05-12,MOM,Mardu (BRW) + Splash,9,19
1315,2023-05-12,MOM,Temur (RGU) + Splash,74,141
1316,2023-05-12,MOM,Abzan (GWB) + Splash,22,54
1317,2023-05-12,MOM,Esper (WUB) + Splash,17,32
1318,2023-05-12,MOM,Grixis (UBR) + Splash,26,44
1319,2023-05-12,MOM,Jund (BRG) + Splash,34,74
1320,2023-05-12,MOM,Naya (RGW) + Splash,6,15
1321,2023-05-12,MOM,Bant (GWU) + Splash,41,86
1322,2023-05-12,MOM,Four-color,62,112
1323,2023-05-12,MOM,Four-color + Splash,72,151
1324,2023-05-12,MOM,Five-color,27,49
1325,2023-05-13,MOM,Mono-White,7,13
1326,2023-05-13,MOM,Mono-Blue,7,9
1327,2023-05-13,MOM,Mono-Black,0,0
1328,2023-05-13,MOM,Mono-Red,0,0
1329,2023-05-13,MOM,Mono-Green,2,7
1330,2023-05-13,MOM,Mono-White + Splash,7,17
1331,2023-05-13,MOM,Mono-Blue + Splash,10,16
1332,2023-05-13,MOM,Mono-Black + Splash,0,1
1333,2023-05-13,MOM,Mono-Red + Splash,0,0
1334,2023-05-13,MOM,Mono-Green + Splash,6,9
1335,2023-05-13,MOM,Azorius (WU),959,1626
1336,2023-05-13,MOM,Dimir (UB),905,1577
1337,2023-05-13,MOM,Rakdos (BR),586,1091
1338,2023-05-13,MOM,Gruul (RG),184,356
1339,2023-05-13,MOM,Selesnya (GW),311,550
1340,2023-05-13,MOM,Orzhov (WB),260,501
1341,2023-05-13,MOM,Golgari (BG),285,486
1342,2023-05-13,MOM,Simic (GU),206,355
1343,2023-05-13,MOM,Izzet (UR),396,690
1344,2023-05-13,MOM,Boros (RW),270,520
1345,2023-05-13,MOM,Azorius (WU) + Splash,186,346
1346,2023-05-13,MOM,Dimir (UB) + Splash,367,700
1347,2023-05-13,MOM,Rakdos (BR) + Splash,261,476
1348,2023-05-13,MOM,Gruul (RG) + Splash,97,194
1349,2023-05-13,MOM,Selesnya (GW) + Splash,129,282
1350,2023-05-13,MOM,Orzhov (WB) + Splash,108,216
1351,2023-05-13,MOM,Golgari (BG) + Splash,280,514
1352,2023-05-13,MOM,Simic (GU) + Splash,346,613
1353,2023-05-13,MOM,Izzet (UR) + Splash,201,390
1354,2023-05-13,MOM,Boros (RW) + Splash,53,121
1355,2023-05-13,MOM,Jeskai (WUR),55,99
1356,2023-05-13,MOM,Sultai (UBG),342,665
1357,2023-05-13,MOM,Mardu (BRW),34,72
1358,2023-05-13,MOM,Temur (RGU),59,110
1359,2023-05-13,MOM,Abzan (GWB),121,255
1360,2023-05-13,MOM,Esper (WUB),118,240
1361,2023-05-13,MOM,Grixis (UBR),117,224
1362,2023-05-13,MOM,Jund (BRG),55,111
1363,2023-05-13,MOM,Naya (RGW),19,39
1364,2023-05-13,MOM,Bant (GWU),52,106
1365,2023-05-13,MOM,Jeskai (WUR) + Splash,10,22
1366,2023-05-13,MOM,Sultai (UBG) + Splash,129,267
1367,2023-05-13,MOM,Mardu (BRW) + Splash,5,8
1368,2023-05-13,MOM,Temur (RGU) + Splash,36,72
1369,2023-05-13,MOM,Abzan (GWB) + Splash,32,66
1370,2023-05-13,MOM,Esper (WUB) + Splash,23,44
1371,2023-05-13,MOM,Grixis (UBR) + Splash,9,19
1372,2023-05-13,MOM,Jund (BRG) + Splash,27,68
1373,2023-05-13,MOM,Naya (RGW) + Splash,2,8
1374,2023-05-13,MOM,Bant (GWU) + Splash,46,82
1375,2023-05-13,MOM,Four-color,25,58
1376,2023-05-13,MOM,Four-color + Splash,82,152
1377,2023-05-13,MOM,Five-color,29,62
1378,2023-05-14,MOM,Mono-White,7,13
1379,2023-05-14,MOM,Mono-Blue,0,1
1380,2023-05-14,MOM,Mono-Black,0,0
1381,2023-05-14,MOM,Mono-Red,0,0
1382,2023-05-14,MOM,Mono-Green,16,27
1383,2023-05-14,MOM,Mono-White + Splash,0,0
1384,2023-05-14,MOM,Mono-Blue + Splash,18,31
1385,2023-05-14,MOM,Mono-Black + Splash,9,14
1386,2023-05-14,MOM,Mono-Red + Splash,0,0
1387,2023-05-14,MOM,Mono-Green + Splash,0,5
1388,2023-05-14,MOM,Azorius (WU),1032,1776
1389,2023-05-14,MOM,Dimir (UB),997,1766
1390,2023-05-14,MOM,Rakdos (BR),661,1173
1391,2023-05-14,MOM,Gruul (RG),180,321
1392,2023-05-14,MOM,Selesnya (GW),329,600
1393,2023-05-14,MOM,Orzhov (WB),292,574
1394,2023-05-14,MOM,Golgari (BG),273,530
1395,2023-05-14,MOM,Simic (GU),212,406
1396,2023-05-14,MOM,Izzet (UR),393,702
1397,2023-05-14,MOM,Boros (RW),394,672
1398,2023-05-14,MOM,Azorius (WU) + Splash,164,329
1399,2023-05-14,MOM,Dimir (UB) + Splash,379,686
1400,2023-05-14,MOM,Rakdos (BR) + Splash,200,407
1401,2023-05-14,MOM,Gruul (RG) + Splash,105,203
1402,2023-05-14,MOM,Selesnya (GW) + Splash,81,171
1403,2023-05-14,MOM,Orzhov (WB) + Splash,103,222
1404,2023-05-14,MOM,Golgari (BG) + Splash,330,600
1405,2023-05-14,MOM,Simic (GU) + Splash,318,598
1406,2023-05-14,MOM,Izzet (UR) + Splash,232,383
1407,2023-05-14,MOM,Boros (RW) + Splash,43,95
1408,2023-05-14,MOM,Jeskai (WUR),79,134
1409,2023-05-14,MOM,Sultai (UBG),368,704
1410,2023-05-14,MOM,Mardu (BRW),37,76
1411,2023-05-14,MOM,Temur (RGU),55,111
1412,2023-05-14,MOM,Abzan (GWB),89,183
1413,2023-05-14,MOM,Esper (WUB),90,188
1414,2023-05-14,MOM,Grixis (UBR),78,154
1415,2023-05-14,MOM,Jund (BRG),54,113
1416,2023-05-14,MOM,Naya (RGW),18,33
1417,2023-05-14,MOM,Bant (GWU),49,93
1418,2023-05-14,MOM,Jeskai (WUR) + Splash,8,18
1419,2023-05-14,MOM,Sultai (UBG) + Splash,220,391
1420,2023-05-14,MOM,Mardu (BRW) + Splash,6,13
1421,2023-05-14,MOM,Temur (RGU) + Splash,39,73
1422,2023-05-14,MOM,Abzan (GWB) + Splash,42,82
1423,2023-05-14,MOM,Esper (WUB) + Splash,17,34
1424,2023-05-14,MOM,Grixis (UBR) + Splash,12,26
1425,2023-05-14,MOM,Jund (BRG) + Splash,45,78
1426,2023-05-14,MOM,Naya (RGW) + Splash,14,29
1427,2023-05-14,MOM,Bant (GWU) + Splash,52,99
1428,2023-05-14,MOM,Four-color,31,54
1429,2023-05-14,MOM,Four-color + Splash,55,134
1430,2023-05-14,MOM,Five-color,31,53
1431,2023-05-15,MOM,Mono-White,2,7
1432,2023-05-15,MOM,Mono-Blue,0,5
1433,2023-05-15,MOM,Mono-Black,14,16
1434,2023-05-15,MOM,Mono-Red,1,2
1435,2023-05-15,MOM,Mono-Green,10,23
1436,2023-05-15,MOM,Mono-White + Splash,3,8
1437,2023-05-15,MOM,Mono-Blue + Splash,22,40
1438,2023-05-15,MOM,Mono-Black + Splash,25,43
1439,2023-05-15,MOM,Mono-Red + Splash,0,0
1440,2023-05-15,MOM,Mono-Green + Splash,13,24
1441,2023-05-15,MOM,Azorius (WU),1000,1716
1442,2023-05-15,MOM,Dimir (UB),941,1639
1443,2023-05-15,MOM,Rakdos (BR),618,1105
1444,2023-05-15,MOM,Gruul (RG),205,361
1445,2023-05-15,MOM,Selesnya (GW),331,587
1446,2023-05-15,MOM,Orzhov (WB),258,509
1447,2023-05-15,MOM,Golgari (BG),289,537
1448,2023-05-15,MOM,Simic (GU),205,377
1449,2023-05-15,MOM,Izzet (UR),349,627
1450,2023-05-15,MOM,Boros (RW),329,624
1451,2023-05-15,MOM,Azorius (WU) + Splash,137,268
1452,2023-05-15,MOM,Dimir (UB) + Splash,396,726
1453,2023-05-15,MOM,Rakdos (BR) + Splash,191,369
1454,2023-05-15,MOM,Gruul (RG) + Splash,97,184
1455,2023-05-15,MOM,Selesnya (GW) + Splash,123,225
1456,2023-05-15,MOM,Orzhov (WB) + Splash,72,151
1457,2023-05-15,MOM,Golgari (BG) + Splash,337,618
1458,2023-05-15,MOM,Simic (GU) + Splash,251,504
1459,2023-05-15,MOM,Izzet (UR) + Splash,174,313
1460,2023-05-15,MOM,Boros (RW) + Splash,41,80
1461,2023-05-15,MOM,Jeskai (WUR),71,141
1462,2023-05-15,MOM,Sultai (UBG),382,736
1463,2023-05-15,MOM,Mardu (BRW),55,113
1464,2023-05-15,MOM,Temur (RGU),75,126
1465,2023-05-15,MOM,Abzan (GWB),94,186
1466,2023-05-15,MOM,Esper (WUB),92,181
1467,2023-05-15,MOM,Grixis (UBR),108,192
1468,2023-05-15,MOM,Jund (BRG),45,96
1469,2023-05-15,MOM,Naya (RGW),28,57
1470,2023-05-15,MOM,Bant (GWU),30,56
1471,2023-05-15,MOM,Jeskai (WUR) + Splash,21,36
1472,2023-05-15,MOM,Sultai (UBG) + Splash,162,322
1473,2023-05-15,MOM,Mardu (BRW) + Splash,4,12
1474,2023-05-15,MOM,Temur (RGU) + Splash,45,87
1475,2023-05-15,MOM,Abzan (GWB) + Splash,23,49
1476,2023-05-15,MOM,Esper (WUB) + Splash,19,36
1477,2023-05-15,MOM,Grixis (UBR) + Splash,18,36
1478,2023-05-15,MOM,Jund (BRG) + Splash,45,82
1479,2023-05-15,MOM,Naya (RGW) + Splash,14,29
1480,2023-05-15,MOM,Bant (GWU) + Splash,40,71
1481,2023-05-15,MOM,Four-color,47,80
1482,2023-05-15,MOM,Four-color + Splash,106,233
1483,2023-05-15,MOM,Five-color,28,53
1484,2023-05-16,MOM,Mono-White,11,15
1485,2023-05-16,MOM,Mono-Blue,0,2
1486,2023-05-16,MOM,Mono-Black,0,0
1487,2023-05-16,MOM,Mono-Red,3,6
1488,2023-05-16,MOM,Mono-Green,3,12
1489,2023-05-16,MOM,Mono-White + Splash,15,27
1490,2023-05-16,MOM,Mono-Blue + Splash,10,18
1491,2023-05-16,MOM,Mono-Black + Splash,14,19
1492,2023-05-16,MOM,Mono-Red + Splash,3,6
1493,2023-05-16,MOM,Mono-Green + Splash,7,11
1494,2023-05-16,MOM,Azorius (WU),1045,1823
1495,2023-05-16,MOM,Dimir (UB),1024,1778
1496,2023-05-16,MOM,Rakdos (BR),556,1024
1497,2023-05-16,MOM,Gruul (RG),192,334
1498,2023-05-16,MOM,Selesnya (GW),366,648
1499,2023-05-16,MOM,Orzhov (WB),287,540
1500,2023-05-16,MOM,Golgari (BG),316,581
1501,2023-05-16,MOM,Simic (GU),166,329
1502,2023-05-16,MOM,Izzet (UR),356,640
1503,2023-05-16,MOM,Boros (RW),495,852
1504,2023-05-16,MOM,Azorius (WU) + Splash,201,368
1505,2023-05-16,MOM,Dimir (UB) + Splash,403,720
1506,2023-05-16,MOM,Rakdos (BR) + Splash,235,429
1507,2023-05-16,MOM,Gruul (RG) + Splash,150,273
1508,2023-05-16,MOM,Selesnya (GW) + Splash,157,293
1509,2023-05-16,MOM,Orzhov (WB) + Splash,99,218
1510,2023-05-16,MOM,Golgari (BG) + Splash,363,663
1511,2023-05-16,MOM,Simic (GU) + Splash,257,473
1512,2023-05-16,MOM,Izzet (UR) + Splash,160,313
1513,2023-05-16,MOM,Boros (RW) + Splash,44,93
1514,2023-05-16,MOM,Jeskai (WUR),54,108
1515,2023-05-16,MOM,Sultai (UBG),414,730
1516,2023-05-16,MOM,Mardu (BRW),49,96
1517,2023-05-16,MOM,Temur (RGU),65,123
1518,2023-05-16,MOM,Abzan (GWB),104,206
1519,2023-05-16,MOM,Esper (WUB),70,165
1520,2023-05-16,MOM,Grixis (UBR),119,224
1521,2023-05-16,MOM,Jund (BRG),46,93
1522,2023-05-16,MOM,Naya (RGW),21,47
1523,2023-05-16,MOM,Bant (GWU),42,84
1524,2023-05-16,MOM,Jeskai (WUR) + Splash,9,18
1525,2023-05-16,MOM,Sultai (UBG) + Splash,173,353
1526,2023-05-16,MOM,Mardu (BRW) + Splash,3,17
1527,2023-05-16,MOM,Temur (RGU) + Splash,52,99
1528,2023-05-16,MOM,Abzan (GWB) + Splash,34,61
1529,2023-05-16,MOM,Esper (WUB) + Splash,11,31
1530,2023-05-16,MOM,Grixis (UBR) + Splash,14,30
1531,2023-05-16,MOM,Jund (BRG) + Splash,28,61
1532,2023-05-16,MOM,Naya (RGW) + Splash,11,26
1533,2023-05-16,MOM,Bant (GWU) + Splash,36,71
1534,2023-05-16,MOM,Four-color,48,101
1535,2023-05-16,MOM,Four-color + Splash,83,180
1536,2023-05-16,MOM,Five-color,27,52
1537,2023-05-17,MOM,Mono-White,5,5
1538,2023-05-17,MOM,Mono-Blue,0,0
1539,2023-05-17,MOM,Mono-Black,0,3
1540,2023-05-17,MOM,Mono-Red,7,12
1541,2023-05-17,MOM,Mono-Green,0,3
1542,2023-05-17,MOM,Mono-White + Splash,0,0
1543,2023-05-17,MOM,Mono-Blue + Splash,1,6
1544,2023-05-17,MOM,Mono-Black + Splash,16,25
1545,2023-05-17,MOM,Mono-Red + Splash,0,0
1546,2023-05-17,MOM,Mono-Green + Splash,3,3
1547,2023-05-17,MOM,Azorius (WU),1086,1843
1548,2023-05-17,MOM,Dimir (UB),865,1554
1549,2023-05-17,MOM,Rakdos (BR),573,1092
1550,2023-05-17,MOM,Gruul (RG),173,327
1551,2023-05-17,MOM,Selesnya (GW),334,580
1552,2023-05-17,MOM,Orzhov (WB),317,580
1553,2023-05-17,MOM,Golgari (BG),229,444
1554,2023-05-17,MOM,Simic (GU),168,324
1555,2023-05-17,MOM,Izzet (UR),437,782
1556,2023-05-17,MOM,Boros (RW),436,777
1557,2023-05-17,MOM,Azorius (WU) + Splash,134,261
1558,2023-05-17,MOM,Dimir (UB) + Splash,354,673
1559,2023-05-17,MOM,Rakdos (BR) + Splash,165,330
1560,2023-05-17,MOM,Gruul (RG) + Splash,112,228
1561,2023-05-17,MOM,Selesnya (GW) + Splash,132,251
1562,2023-05-17,MOM,Orzhov (WB) + Splash,78,184
1563,2023-05-17,MOM,Golgari (BG) + Splash,337,623
1564,2023-05-17,MOM,Simic (GU) + Splash,290,562
1565,2023-05-17,MOM,Izzet (UR) + Splash,180,331
1566,2023-05-17,MOM,Boros (RW) + Splash,43,82
1567,2023-05-17,MOM,Jeskai (WUR),62,119
1568,2023-05-17,MOM,Sultai (UBG),378,732
1569,2023-05-17,MOM,Mardu (BRW),24,55
1570,2023-05-17,MOM,Temur (RGU),63,133
1571,2023-05-17,MOM,Abzan (GWB),95,202
1572,2023-05-17,MOM,Esper (WUB),93,198
1573,2023-05-17,MOM,Grixis (UBR),110,233
1574,2023-05-17,MOM,Jund (BRG),64,125
1575,2023-05-17,MOM,Naya (RGW),32,58
1576,2023-05-17,MOM,Bant (GWU),43,81
1577,2023-05-17,MOM,Jeskai (WUR) + Splash,5,9
1578,2023-05-17,MOM,Sultai (UBG) + Splash,144,288
1579,2023-05-17,MOM,Mardu (BRW) + Splash,11,21
1580,2023-05-17,MOM,Temur (RGU) + Splash,41,76
1581,2023-05-17,MOM,Abzan (GWB) + Splash,18,38
1582,2023-05-17,MOM,Esper (WUB) + Splash,0,4
1583,2023-05-17,MOM,Grixis (UBR) + Splash,20,36
1584,2023-05-17,MOM,Jund (BRG) + Splash,40,71
1585,2023-05-17,MOM,Naya (RGW) + Splash,4,14
1586,2023-05-17,MOM,Bant (GWU) + Splash,24,58
1587,2023-05-17,MOM,Four-color,59,120
1588,2023-05-17,MOM,Four-color + Splash,92,169
1589,2023-05-17,MOM,Five-color,24,56
1590,2023-05-18,MOM,Mono-White,14,23
1591,2023-05-18,MOM,Mono-Blue,4,9
1592,2023-05-18,MOM,Mono-Black,0,3
1593,2023-05-18,MOM,Mono-Red,0,0
1594,2023-05-18,MOM,Mono-Green,12,17
1595,2023-05-18,MOM,Mono-White + Splash,7,9
1596,2023-05-18,MOM,Mono-Blue + Splash,3,7
1597,2023-05-18,MOM,Mono-Black + Splash,10,19
1598,2023-05-18,MOM,Mono-Red + Splash,0,0
1599,2023-05-18,MOM,Mono-Green + Splash,17,36
1600,2023-05-18,MOM,Azorius (WU),1158,1962
1601,2023-05-18,MOM,Dimir (UB),826,1526
1602,2023-05-18,MOM,Rakdos (BR),589,1069
1603,2023-05-18,MOM,Gruul (RG),168,337
1604,2023-05-18,MOM,Selesnya (GW),344,605
1605,2023-05-18,MOM,Orzhov (WB),262,458
1606,2023-05-18,MOM,Golgari (BG),174,343
1607,2023-05-18,MOM,Simic (GU),189,344
1608,2023-05-18,MOM,Izzet (UR),406,699
1609,2023-05-18,MOM,Boros (RW),423,786
1610,2023-05-18,MOM,Azorius (WU) + Splash,146,280
1611,2023-05-18,MOM,Dimir (UB) + Splash,326,614
1612,2023-05-18,MOM,Rakdos (BR) + Splash,178,348
1613,2023-05-18,MOM,Gruul (RG) + Splash,127,238
1614,2023-05-18,MOM,Selesnya (GW) + Splash,112,218
1615,2023-05-18,MOM,Orzhov (WB) + Splash,65,144
1616,2023-05-18,MOM,Golgari (BG) + Splash,346,629
1617,2023-05-18,MOM,Simic (GU) + Splash,335,641
1618,2023-05-18,MOM,Izzet (UR) + Splash,159,283
1619,2023-05-18,MOM,Boros (RW) + Splash,76,135
1620,2023-05-18,MOM,Jeskai (WUR),36,77
1621,2023-05-18,MOM,Sultai (UBG),330,612
1622,2023-05-18,MOM,Mardu (BRW),23,66
1623,2023-05-18,MOM,Temur (RGU),84,151
1624,2023-05-18,MOM,Abzan (GWB),86,168
1625,2023-05-18,MOM,Esper (WUB),113,207
1626,2023-05-18,MOM,Grixis (UBR),60,121
1627,2023-05-18,MOM,Jund (BRG),59,97
1628,2023-05-18,MOM,Naya (RGW),25,43
1629,2023-05-18,MOM,Bant (GWU),42,73
1630,2023-05-18,MOM,Jeskai (WUR) + Splash,0,0
1631,2023-05-18,MOM,Sultai (UBG) + Splash,196,380
1632,2023-05-18,MOM,Mardu (BRW) + Splash,0,0
1633,2023-05-18,MOM,Temur (RGU) + Splash,29,65
1634,2023-05-18,MOM,Abzan (GWB) + Splash,34,62
1635,2023-05-18,MOM,Esper (WUB) + Splash,2,8
1636,2023-05-18,MOM,Grixis (UBR) + Splash,13,29
1637,2023-05-18,MOM,Jund (BRG) + Splash,26,52
1638,2023-05-18,MOM,Naya (RGW) + Splash,1,4
1639,2023-05-18,MOM,Bant (GWU) + Splash,26,46
1640,2023-05-18,MOM,Four-color,52,111
1641,2023-05-18,MOM,Four-color + Splash,39,100
1642,2023-05-18,MOM,Five-color,17,40
1643,2023-05-19,MOM,Mono-White,6,9
1644,2023-05-19,MOM,Mono-Blue,0,0
1645,2023-05-19,MOM,Mono-Black,3,4
1646,2023-05-19,MOM,Mono-Red,4,7
1647,2023-05-19,MOM,Mono-Green,23,39
1648,2023-05-19,MOM,Mono-White + Splash,4,7
1649,2023-05-19,MOM,Mono-Blue + Splash,2,7
1650,2023-05-19,MOM,Mono-Black + Splash,7,12
1651,2023-05-19,MOM,Mono-Red + Splash,0,1
1652,2023-05-19,MOM,Mono-Green + Splash,15,23
1653,2023-05-19,MOM,Azorius (WU),1176,2044
1654,2023-05-19,MOM,Dimir (UB),940,1647
1655,2023-05-19,MOM,Rakdos (BR),623,1117
1656,2023-05-19,MOM,Gruul (RG),210,383
1657,2023-05-19,MOM,Selesnya (GW),301,571
1658,2023-05-19,MOM,Orzhov (WB),334,645
1659,2023-05-19,MOM,Golgari (BG),237,453
1660,2023-05-19,MOM,Simic (GU),197,356
1661,2023-05-19,MOM,Izzet (UR),383,736
1662,2023-05-19,MOM,Boros (RW),393,718
1663,2023-05-19,MOM,Azorius (WU) + Splash,183,350
1664,2023-05-19,MOM,Dimir (UB) + Splash,373,665
1665,2023-05-19,MOM,Rakdos (BR) + Splash,221,422
1666,2023-05-19,MOM,Gruul (RG) + Splash,141,261
1667,2023-05-19,MOM,Selesnya (GW) + Splash,159,278
1668,2023-05-19,MOM,Orzhov (WB) + Splash,88,189
1669,2023-05-19,MOM,Golgari (BG) + Splash,358,649
1670,2023-05-19,MOM,Simic (GU) + Splash,341,634
1671,2023-05-19,MOM,Izzet (UR) + Splash,184,350
1672,2023-05-19,MOM,Boros (RW) + Splash,31,78
1673,2023-05-19,MOM,Jeskai (WUR),62,118
1674,2023-05-19,MOM,Sultai (UBG),395,732
1675,2023-05-19,MOM,Mardu (BRW),27,57
1676,2023-05-19,MOM,Temur (RGU),74,132
1677,2023-05-19,MOM,Abzan (GWB),105,208
1678,2023-05-19,MOM,Esper (WUB),99,177
1679,2023-05-19,MOM,Grixis (UBR),107,190
1680,2023-05-19,MOM,Jund (BRG),53,118
1681,2023-05-19,MOM,Naya (RGW),29,45
1682,2023-05-19,MOM,Bant (GWU),41,86
1683,2023-05-19,MOM,Jeskai (WUR) + Splash,7,9
1684,2023-05-19,MOM,Sultai (UBG) + Splash,147,262
1685,2023-05-19,MOM,Mardu (BRW) + Splash,7,13
1686,2023-05-19,MOM,Temur (RGU) + Splash,47,86
1687,2023-05-19,MOM,Abzan (GWB) + Splash,27,42
1688,2023-05-19,MOM,Esper (WUB) + Splash,31,61
1689,2023-05-19,MOM,Grixis (UBR) + Splash,14,25
1690,2023-05-19,MOM,Jund (BRG) + Splash,24,52
1691,2023-05-19,MOM,Naya (RGW) + Splash,1,3
1692,2023-05-19,MOM,Bant (GWU) + Splash,32,52
1693,2023-05-19,MOM,Four-color,41,73
1694,2023-05-19,MOM,Four-color + Splash,77,163
1695,2023-05-19,MOM,Five-color,28,63
1696,2023-05-20,MOM,Mono-White,1,4
1697,2023-05-20,MOM,Mono-Blue,0,0
1698,2023-05-20,MOM,Mono-Black,2,8
1699,2023-05-20,MOM,Mono-Red,0,0
1700,2023-05-20,MOM,Mono-Green,18,26
1701,2023-05-20,MOM,Mono-White + Splash,9,19
1702,2023-05-20,MOM,Mono-Blue + Splash,1,4
1703,2023-05-20,MOM,Mono-Black + Splash,3,7
1704,2023-05-20,MOM,Mono-Red + Splash,0,0
1705,2023-05-20,MOM,Mono-Green + Splash,11,21
1706,2023-05-20,MOM,Azorius (WU),1131,1906
1707,2023-05-20,MOM,Dimir (UB),928,1744
1708,2023-05-20,MOM,Rakdos (BR),536,993
1709,2023-05-20,MOM,Gruul (RG),235,433
1710,2023-05-20,MOM,Selesnya (GW),369,636
1711,2023-05-20,MOM,Orzhov (WB),321,611
1712,2023-05-20,MOM,Golgari (BG),314,559
1713,2023-05-20,MOM,Simic (GU),215,389
1714,2023-05-20,MOM,Izzet (UR),388,696
1715,2023-05-20,MOM,Boros (RW),353,666
1716,2023-05-20,MOM,Azorius (WU) + Splash,175,345
1717,2023-05-20,MOM,Dimir (UB) + Splash,355,699
1718,2023-05-20,MOM,Rakdos (BR) + Splash,238,444
1719,2023-05-20,MOM,Gruul (RG) + Splash,124,230
1720,2023-05-20,MOM,Selesnya (GW) + Splash,170,307
1721,2023-05-20,MOM,Orzhov (WB) + Splash,109,220
1722,2023-05-20,MOM,Golgari (BG) + Splash,270,506
1723,2023-05-20,MOM,Simic (GU) + Splash,235,485
1724,2023-05-20,MOM,Izzet (UR) + Splash,179,315
1725,2023-05-20,MOM,Boros (RW) + Splash,27,58
1726,2023-05-20,MOM,Jeskai (WUR),49,114
1727,2023-05-20,MOM,Sultai (UBG),318,613
1728,2023-05-20,MOM,Mardu (BRW),59,133
1729,2023-05-20,MOM,Temur (RGU),49,101
1730,2023-05-20,MOM,Abzan (GWB),93,185
1731,2023-05-20,MOM,Esper (WUB),89,189
1732,2023-05-20,MOM,Grixis (UBR),112,245
1733,2023-05-20,MOM,Jund (BRG),67,123
1734,2023-05-20,MOM,Naya (RGW),38,81
1735,2023-05-20,MOM,Bant (GWU),69,132
1736,2023-05-20,MOM,Jeskai (WUR) + Splash,2,6
1737,2023-05-20,MOM,Sultai (UBG) + Splash,153,278
1738,2023-05-20,MOM,Mardu (BRW) + Splash,4,7
1739,2023-05-20,MOM,Temur (RGU) + Splash,50,82
1740,2023-05-20,MOM,Abzan (GWB) + Splash,43,71
1741,2023-05-20,MOM,Esper (WUB) + Splash,20,43
1742,2023-05-20,MOM,Grixis (UBR) + Splash,12,25
1743,2023-05-20,MOM,Jund (BRG) + Splash,17,43
1744,2023-05-20,MOM,Naya (RGW) + Splash,14,26
1745,2023-05-20,MOM,Bant (GWU) + Splash,12,22
1746,2023-05-20,MOM,Four-color,66,125
1747,2023-05-20,MOM,Four-color + Splash,53,118
1748,2023-05-20,MOM,Five-color,28,54
1749,2023-05-21,MOM,Mono-White,2,2
1750,2023-05-21,MOM,Mono-Blue,0,0
1751,2023-05-21,MOM,Mono-Black,0,1
1752,2023-05-21,MOM,Mono-Red,5,11
1753,2023-05-21,MOM,Mono-Green,19,32
1754,2023-05-21,MOM,Mono-White + Splash,8,19
1755,2023-05-21,MOM,Mono-Blue + Splash,0,0
1756,2023-05-21,MOM,Mono-Black + Splash,1,1
1757,2023-05-21,MOM,Mono-Red + Splash,1,4
1758,2023-05-21,MOM,Mono-Green + Splash,10,31
1759,2023-05-21,MOM,Azorius (WU),1257,2136
1760,2023-05-21,MOM,Dimir (UB),1189,2092
1761,2023-05-21,MOM,Rakdos (BR),567,1060
1762,2023-05-21,MOM,Gruul (RG),177,327
1763,2023-05-21,MOM,Selesnya (GW),357,626
1764,2023-05-21,MOM,Orzhov (WB),330,589
1765,2023-05-21,MOM,Golgari (BG),337,573
1766,2023-05-21,MOM,Simic (GU),265,507
1767,2023-05-21,MOM,Izzet (UR),442,782
1768,2023-05-21,MOM,Boros (RW),453,784
1769,2023-05-21,MOM,Azorius (WU) + Splash,249,454
1770,2023-05-21,MOM,Dimir (UB) + Splash,419,771
1771,2023-05-21,MOM,Rakdos (BR) + Splash,215,432
1772,2023-05-21,MOM,Gruul (RG) + Splash,115,225
1773,2023-05-21,MOM,Selesnya (GW) + Splash,191,322
1774,2023-05-21,MOM,Orzhov (WB) + Splash,156,295
1775,2023-05-21,MOM,Golgari (BG) + Splash,364,637
1776,2023-05-21,MOM,Simic (GU) + Splash,322,574
1777,2023-05-21,MOM,Izzet (UR) + Splash,217,377
1778,2023-05-21,MOM,Boros (RW) + Splash,57,100
1779,2023-05-21,MOM,Jeskai (WUR),46,92
1780,2023-05-21,MOM,Sultai (UBG),464,865
1781,2023-05-21,MOM,Mardu (BRW),40,84
1782,2023-05-21,MOM,Temur (RGU),85,152
1783,2023-05-21,MOM,Abzan (GWB),98,211
1784,2023-05-21,MOM,Esper (WUB),145,264
1785,2023-05-21,MOM,Grixis (UBR),125,254
1786,2023-05-21,MOM,Jund (BRG),48,86
1787,2023-05-21,MOM,Naya (RGW),26,59
1788,2023-05-21,MOM,Bant (GWU),59,117
1789,2023-05-21,MOM,Jeskai (WUR) + Splash,5,14
1790,2023-05-21,MOM,Sultai (UBG) + Splash,140,279
1791,2023-05-21,MOM,Mardu (BRW) + Splash,3,12
1792,2023-05-21,MOM,Temur (RGU) + Splash,90,150
1793,2023-05-21,MOM,Abzan (GWB) + Splash,47,85
1794,2023-05-21,MOM,Esper (WUB) + Splash,17,34
1795,2023-05-21,MOM,Grixis (UBR) + Splash,9,27
1796,2023-05-21,MOM,Jund (BRG) + Splash,27,50
1797,2023-05-21,MOM,Naya (RGW) + Splash,21,41
