,date,format,deck,wins,games
1798,2023-05-21,MOM,Bant (GWU) + Splash,24,42
1799,2023-05-21,MOM,Four-color,46,72
1800,2023-05-21,MOM,Four-color + Splash,82,167
1801,2023-05-21,MOM,Five-color,30,59
1802,2023-05-22,MOM,Mono-White,4,9
1803,2023-05-22,MOM,Mono-Blue,0,0
1804,2023-05-22,MOM,Mono-Black,0,0
1805,2023-05-22,MOM,Mono-Red,0,0
1806,2023-05-22,MOM,Mono-Green,0,0
1807,2023-05-22,MOM,Mono-White + Splash,18,26
1808,2023-05-22,MOM,Mono-Blue + Splash,13,17
1809,2023-05-22,MOM,Mono-Black + Splash,7,9
1810,2023-05-22,MOM,Mono-Red + Splash,1,1
1811,2023-05-22,MOM,Mono-Green + Splash,12,31
1812,2023-05-22,MOM,Azorius (WU),1217,2067
1813,2023-05-22,MOM,Dimir (UB),1212,2146
1814,2023-05-22,MOM,Rakdos (BR),690,1274
1815,2023-05-22,MOM,Gruul (RG),260,448
1816,2023-05-22,MOM,Selesnya (GW),363,667
1817,2023-05-22,MOM,Orzhov (WB),349,652
1818,2023-05-22,MOM,Golgari (BG),277,526
1819,2023-05-22,MOM,Simic (GU),198,360
1820,2023-05-22,MOM,Izzet (UR),479,883
1821,2023-05-22,MOM,Boros (RW),502,903
1822,2023-05-22,MOM,Azorius (WU) + Splash,236,393
1823,2023-05-22,MOM,Dimir (UB) + Splash,408,768
1824,2023-05-22,MOM,Rakdos (BR) + Splash,238,435
1825,2023-05-22,MOM,Gruul (RG) + Splash,135,259
1826,2023-05-22,MOM,Selesnya (GW) + Splash,156,302
1827,2023-05-22,MOM,Orzhov (WB) + Splash,106,223
1828,2023-05-22,MOM,Golgari (BG) + Splash,354,675
1829,2023-05-22,MOM,Simic (GU) + Splash,331,637
1830,2023-05-22,MOM,Izzet (UR) + Splash,228,409
1831,2023-05-22,MOM,Boros (RW) + Splash,59,123
1832,2023-05-22,MOM,Jeskai (WUR),54,107
1833,2023-05-22,MOM,Sultai (UBG),444,877
1834,2023-05-22,MOM,Mardu (BRW),49,111
1835,2023-05-22,MOM,Temur (RGU),107,187
1836,2023-05-22,MOM,Abzan (GWB),109,231
1837,2023-05-22,MOM,Esper (WUB),100,228
1838,2023-05-22,MOM,Grixis (UBR),166,318
1839,2023-05-22,MOM,Jund (BRG),52,128
1840,2023-05-22,MOM,Naya (RGW),24,55
1841,2023-05-22,MOM,Bant (GWU),33,73
1842,2023-05-22,MOM,Jeskai (WUR) + Splash,2,8
1843,2023-05-22,MOM,Sultai (UBG) + Splash,223,427
1844,2023-05-22,MOM,Mardu (BRW) + Splash,3,13
1845,2023-05-22,MOM,Temur (RGU) + Splash,79,150
1846,2023-05-22,MOM,Abzan (GWB) + Splash,65,128
1847,2023-05-22,MOM,Esper (WUB) + Splash,24,51
1848,2023-05-22,MOM,Grixis (UBR) + Splash,23,41
1849,2023-05-22,MOM,Jund (BRG) + Splash,38,70
1850,2023-05-22,MOM,Naya (RGW) + Splash,9,23
1851,2023-05-22,MOM,Bant (GWU) + Splash,16,44
1852,2023-05-22,MOM,Four-color,35,82
1853,2023-05-22,MOM,Four-color + Splash,99,198
1854,2023-05-22,MOM,Five-color,17,38
1855,2023-05-23,MOM,Mono-White,0,0
1856,2023-05-23,MOM,Mono-Blue,0,0
1857,2023-05-23,MOM,Mono-Black,2,5
1858,2023-05-23,MOM,Mono-Red,0,0
1859,2023-05-23,MOM,Mono-Green,0,0
1860,2023-05-23,MOM,Mono-White + Splash,4,10
1861,2023-05-23,MOM,Mono-Blue + Splash,5,14
1862,2023-05-23,MOM,Mono-Black + Splash,4,10
1863,2023-05-23,MOM,Mono-Red + Splash,0,0
1864,2023-05-23,MOM,Mono-Green + Splash,10,18
1865,2023-05-23,MOM,Azorius (WU),1314,2253
1866,2023-05-23,MOM,Dimir (UB),1293,2299
1867,2023-05-23,MOM,Rakdos (BR),699,1308
1868,2023-05-23,MOM,Gruul (RG),258,467
1869,2023-05-23,MOM,Selesnya (GW),378,688
1870,2023-05-23,MOM,Orzhov (WB),317,584
1871,2023-05-23,MOM,Golgari (BG),300,547
1872,2023-05-23,MOM,Simic (GU),208,410
1873,2023-05-23,MOM,Izzet (UR),444,779
1874,2023-05-23,MOM,Boros (RW),475,889
1875,2023-05-23,MOM,Azorius (WU) + Splash,219,428
1876,2023-05-23,MOM,Dimir (UB) + Splash,425,775
1877,2023-05-23,MOM,Rakdos (BR) + Splash,240,424
1878,2023-05-23,MOM,Gruul (RG) + Splash,147,278
1879,2023-05-23,MOM,Selesnya (GW) + Splash,227,404
1880,2023-05-23,MOM,Orzhov (WB) + Splash,174,338
1881,2023-05-23,MOM,Golgari (BG) + Splash,315,612
1882,2023-05-23,MOM,Simic (GU) + Splash,380,692
1883,2023-05-23,MOM,Izzet (UR) + Splash,232,398
1884,2023-05-23,MOM,Boros (RW) + Splash,59,132
1885,2023-05-23,MOM,Jeskai (WUR),67,125
1886,2023-05-23,MOM,Sultai (UBG),482,849
1887,2023-05-23,MOM,Mardu (BRW),64,111
1888,2023-05-23,MOM,Temur (RGU),64,121
1889,2023-05-23,MOM,Abzan (GWB),154,293
1890,2023-05-23,MOM,Esper (WUB),137,271
1891,2023-05-23,MOM,Grixis (UBR),129,243
1892,2023-05-23,MOM,Jund (BRG),43,94
1893,2023-05-23,MOM,Naya (RGW),31,69
1894,2023-05-23,MOM,Bant (GWU),53,105
1895,2023-05-23,MOM,Jeskai (WUR) + Splash,7,13
1896,2023-05-23,MOM,Sultai (UBG) + Splash,205,409
1897,2023-05-23,MOM,Mardu (BRW) + Splash,2,6
1898,2023-05-23,MOM,Temur (RGU) + Splash,32,67
1899,2023-05-23,MOM,Abzan (GWB) + Splash,49,89
1900,2023-05-23,MOM,Esper (WUB) + Splash,11,27
1901,2023-05-23,MOM,Grixis (UBR) + Splash,9,22
1902,2023-05-23,MOM,Jund (BRG) + Splash,39,73
1903,2023-05-23,MOM,Naya (RGW) + Splash,20,41
1904,2023-05-23,MOM,Bant (GWU) + Splash,39,84
1905,2023-05-23,MOM,Four-color,63,124
1906,2023-05-23,MOM,Four-color + Splash,70,140
1907,2023-05-23,MOM,Five-color,47,96
1908,2023-05-24,MOM,Mono-White,0,1
1909,2023-05-24,MOM,Mono-Blue,1,3
1910,2023-05-24,MOM,Mono-Black,0,0
1911,2023-05-24,MOM,Mono-Red,2,3
1912,2023-05-24,MOM,Mono-Green,1,8
1913,2023-05-24,MOM,Mono-White + Splash,3,5
1914,2023-05-24,MOM,Mono-Blue + Splash,9,14
1915,2023-05-24,MOM,Mono-Black + Splash,0,1
1916,2023-05-24,MOM,Mono-Red + Splash,5,9
1917,2023-05-24,MOM,Mono-Green + Splash,20,28
1918,2023-05-24,MOM,Azorius (WU),1226,2148
1919,2023-05-24,MOM,Dimir (UB),1024,1929
1920,2023-05-24,MOM,Rakdos (BR),598,1042
1921,2023-05-24,MOM,Gruul (RG),181,351
1922,2023-05-24,MOM,Selesnya (GW),402,702
1923,2023-05-24,MOM,Orzhov (WB),323,620
1924,2023-05-24,MOM,Golgari (BG),289,549
1925,2023-05-24,MOM,Simic (GU),271,499
1926,2023-05-24,MOM,Izzet (UR),458,830
1927,2023-05-24,MOM,Boros (RW),361,683
1928,2023-05-24,MOM,Azorius (WU) + Splash,154,318
1929,2023-05-24,MOM,Dimir (UB) + Splash,458,804
1930,2023-05-24,MOM,Rakdos (BR) + Splash,332,599
1931,2023-05-24,MOM,Gruul (RG) + Splash,87,183
1932,2023-05-24,MOM,Selesnya (GW) + Splash,192,340
1933,2023-05-24,MOM,Orzhov (WB) + Splash,92,200
1934,2023-05-24,MOM,Golgari (BG) + Splash,381,675
1935,2023-05-24,MOM,Simic (GU) + Splash,341,630
1936,2023-05-24,MOM,Izzet (UR) + Splash,207,383
1937,2023-05-24,MOM,Boros (RW) + Splash,70,140
1938,2023-05-24,MOM,Jeskai (WUR),60,106
1939,2023-05-24,MOM,Sultai (UBG),415,755
1940,2023-05-24,MOM,Mardu (BRW),30,60
1941,2023-05-24,MOM,Temur (RGU),69,134
1942,2023-05-24,MOM,Abzan (GWB),100,196
1943,2023-05-24,MOM,Esper (WUB),164,312
1944,2023-05-24,MOM,Grixis (UBR),111,207
1945,2023-05-24,MOM,Jund (BRG),75,130
1946,2023-05-24,MOM,Naya (RGW),27,53
1947,2023-05-24,MOM,Bant (GWU),60,118
1948,2023-05-24,MOM,Jeskai (WUR) + Splash,11,20
1949,2023-05-24,MOM,Sultai (UBG) + Splash,165,329
1950,2023-05-24,MOM,Mardu (BRW) + Splash,2,3
1951,2023-05-24,MOM,Temur (RGU) + Splash,60,92
1952,2023-05-24,MOM,Abzan (GWB) + Splash,40,85
1953,2023-05-24,MOM,Esper (WUB) + Splash,11,28
1954,2023-05-24,MOM,Grixis (UBR) + Splash,24,46
1955,2023-05-24,MOM,Jund (BRG) + Splash,34,61
1956,2023-05-24,MOM,Naya (RGW) + Splash,20,33
1957,2023-05-24,MOM,Bant (GWU) + Splash,27,61
1958,2023-05-24,MOM,Four-color,33,60
1959,2023-05-24,MOM,Four-color + Splash,78,169
1960,2023-05-24,MOM,Five-color,21,42
1961,2023-05-25,MOM,Mono-White,4,7
1962,2023-05-25,MOM,Mono-Blue,2,2
1963,2023-05-25,MOM,Mono-Black,0,0
1964,2023-05-25,MOM,Mono-Red,6,13
1965,2023-05-25,MOM,Mono-Green,2,5
1966,2023-05-25,MOM,Mono-White + Splash,8,16
1967,2023-05-25,MOM,Mono-Blue + Splash,12,19
1968,2023-05-25,MOM,Mono-Black + Splash,3,5
1969,2023-05-25,MOM,Mono-Red + Splash,6,10
1970,2023-05-25,MOM,Mono-Green + Splash,14,25
1971,2023-05-25,MOM,Azorius (WU),1210,2063
1972,2023-05-25,MOM,Dimir (UB),1162,2044
1973,2023-05-25,MOM,Rakdos (BR),631,1131
1974,2023-05-25,MOM,Gruul (RG),233,433
1975,2023-05-25,MOM,Selesnya (GW),422,712
1976,2023-05-25,MOM,Orzhov (WB),312,578
1977,2023-05-25,MOM,Golgari (BG),337,636
1978,2023-05-25,MOM,Simic (GU),183,340
1979,2023-05-25,MOM,Izzet (UR),458,759
1980,2023-05-25,MOM,Boros (RW),469,839
1981,2023-05-25,MOM,Azorius (WU) + Splash,200,367
1982,2023-05-25,MOM,Dimir (UB) + Splash,361,680
1983,2023-05-25,MOM,Rakdos (BR) + Splash,290,548
1984,2023-05-25,MOM,Gruul (RG) + Splash,149,266
1985,2023-05-25,MOM,Selesnya (GW) + Splash,182,321
1986,2023-05-25,MOM,Orzhov (WB) + Splash,150,263
1987,2023-05-25,MOM,Golgari (BG) + Splash,401,788
1988,2023-05-25,MOM,Simic (GU) + Splash,335,612
1989,2023-05-25,MOM,Izzet (UR) + Splash,231,443
1990,2023-05-25,MOM,Boros (RW) + Splash,62,117
1991,2023-05-25,MOM,Jeskai (WUR),31,77
1992,2023-05-25,MOM,Sultai (UBG),424,785
1993,2023-05-25,MOM,Mardu (BRW),69,152
1994,2023-05-25,MOM,Temur (RGU),65,132
1995,2023-05-25,MOM,Abzan (GWB),69,163
1996,2023-05-25,MOM,Esper (WUB),142,294
1997,2023-05-25,MOM,Grixis (UBR),134,246
1998,2023-05-25,MOM,Jund (BRG),57,116
1999,2023-05-25,MOM,Naya (RGW),47,96
2000,2023-05-25,MOM,Bant (GWU),46,91
2001,2023-05-25,MOM,Jeskai (WUR) + Splash,20,30
2002,2023-05-25,MOM,Sultai (UBG) + Splash,159,310
2003,2023-05-25,MOM,Mardu (BRW) + Splash,6,13
2004,2023-05-25,MOM,Temur (RGU) + Splash,55,116
2005,2023-05-25,MOM,Abzan (GWB) + Splash,27,49
2006,2023-05-25,MOM,Esper (WUB) + Splash,16,34
2007,2023-05-25,MOM,Grixis (UBR) + Splash,23,49
2008,2023-05-25,MOM,Jund (BRG) + Splash,44,85
2009,2023-05-25,MOM,Naya (RGW) + Splash,24,43
2010,2023-05-25,MOM,Bant (GWU) + Splash,31,64
2011,2023-05-25,MOM,Four-color,32,61
2012,2023-05-25,MOM,Four-color + Splash,75,157
2013,2023-05-25,MOM,Five-color,17,40
2014,2023-05-26,MOM,Mono-White,0,1
2015,2023-05-26,MOM,Mono-Blue,0,3
2016,2023-05-26,MOM,Mono-Black,0,0
2017,2023-05-26,MOM,Mono-Red,0,0
2018,2023-05-26,MOM,Mono-Green,1,6
2019,2023-05-26,MOM,Mono-White + Splash,6,12
2020,2023-05-26,MOM,Mono-Blue + Splash,5,9
2021,2023-05-26,MOM,Mono-Black + Splash,0,0
2022,2023-05-26,MOM,Mono-Red + Splash,3,8
2023,2023-05-26,MOM,Mono-Green + Splash,20,36
2024,2023-05-26,MOM,Azorius (WU),1243,2135
2025,2023-05-26,MOM,Dimir (UB),1126,2004
2026,2023-05-26,MOM,Rakdos (BR),640,1202
2027,2023-05-26,MOM,Gruul (RG),247,414
2028,2023-05-26,MOM,Selesnya (GW),348,644
2029,2023-05-26,MOM,Orzhov (WB),278,531
2030,2023-05-26,MOM,Golgari (BG),307,552
2031,2023-05-26,MOM,Simic (GU),228,401
2032,2023-05-26,MOM,Izzet (UR),423,722
2033,2023-05-26,MOM,Boros (RW),464,853
2034,2023-05-26,MOM,Azorius (WU) + Splash,174,311
2035,2023-05-26,MOM,Dimir (UB) + Splash,437,808
2036,2023-05-26,MOM,Rakdos (BR) + Splash,219,413
2037,2023-05-26,MOM,Gruul (RG) + Splash,172,299
2038,2023-05-26,MOM,Selesnya (GW) + Splash,113,212
2039,2023-05-26,MOM,Orzhov (WB) + Splash,92,175
2040,2023-05-26,MOM,Golgari (BG) + Splash,351,658
2041,2023-05-26,MOM,Simic (GU) + Splash,380,705
2042,2023-05-26,MOM,Izzet (UR) + Splash,243,432
2043,2023-05-26,MOM,Boros (RW) + Splash,89,176
2044,2023-05-26,MOM,Jeskai (WUR),81,143
2045,2023-05-26,MOM,Sultai (UBG),405,737
2046,2023-05-26,MOM,Mardu (BRW),46,96
2047,2023-05-26,MOM,Temur (RGU),86,161
2048,2023-05-26,MOM,Abzan (GWB),111,224
2049,2023-05-26,MOM,Esper (WUB),141,254
2050,2023-05-26,MOM,Grixis (UBR),111,212
2051,2023-05-26,MOM,Jund (BRG),45,96
2052,2023-05-26,MOM,Naya (RGW),19,49
2053,2023-05-26,MOM,Bant (GWU),35,77
2054,2023-05-26,MOM,Jeskai (WUR) + Splash,4,9
2055,2023-05-26,MOM,Sultai (UBG) + Splash,155,307
2056,2023-05-26,MOM,Mardu (BRW) + Splash,7,11
2057,2023-05-26,MOM,Temur (RGU) + Splash,59,114
2058,2023-05-26,MOM,Abzan (GWB) + Splash,39,73
2059,2023-05-26,MOM,Esper (WUB) + Splash,23,52
2060,2023-05-26,MOM,Grixis (UBR) + Splash,21,38
2061,2023-05-26,MOM,Jund (BRG) + Splash,44,81
2062,2023-05-26,MOM,Naya (RGW) + Splash,9,21
2063,2023-05-26,MOM,Bant (GWU) + Splash,14,43
2064,2023-05-26,MOM,Four-color,39,65
2065,2023-05-26,MOM,Four-color + Splash,59,138
2066,2023-05-26,MOM,Five-color,7,20
2067,2023-05-27,MOM,Mono-White,15,21
2068,2023-05-27,MOM,Mono-Blue,0,0
2069,2023-05-27,MOM,Mono-Black,0,0
2070,2023-05-27,MOM,Mono-Red,4,6
2071,2023-05-27,MOM,Mono-Green,4,7
2072,2023-05-27,MOM,Mono-White + Splash,7,8
2073,2023-05-27,MOM,Mono-Blue + Splash,1,3
2074,2023-05-27,MOM,Mono-Black + Splash,3,6
2075,2023-05-27,MOM,Mono-Red + Splash,2,8
2076,2023-05-27,MOM,Mono-Green + Splash,4,9
2077,2023-05-27,MOM,Azorius (WU),1135,1926
2078,2023-05-27,MOM,Dimir (UB),1018,1797
2079,2023-05-27,MOM,Rakdos (BR),483,915
2080,2023-05-27,MOM,Gruul (RG),171,310
2081,2023-05-27,MOM,Selesnya (GW),414,751
2082,2023-05-27,MOM,Orzhov (WB),240,461
2083,2023-05-27,MOM,Golgari (BG),287,540
2084,2023-05-27,MOM,Simic (GU),214,378
2085,2023-05-27,MOM,Izzet (UR),347,644
2086,2023-05-27,MOM,Boros (RW),400,739
2087,2023-05-27,MOM,Azorius (WU) + Splash,160,312
2088,2023-05-27,MOM,Dimir (UB) + Splash,349,666
2089,2023-05-27,MOM,Rakdos (BR) + Splash,258,477
2090,2023-05-27,MOM,Gruul (RG) + Splash,67,141
2091,2023-05-27,MOM,Selesnya (GW) + Splash,141,261
2092,2023-05-27,MOM,Orzhov (WB) + Splash,123,236
2093,2023-05-27,MOM,Golgari (BG) + Splash,342,620
2094,2023-05-27,MOM,Simic (GU) + Splash,356,608
2095,2023-05-27,MOM,Izzet (UR) + Splash,174,322
2096,2023-05-27,MOM,Boros (RW) + Splash,84,153
2097,2023-05-27,MOM,Jeskai (WUR),25,64
2098,2023-05-27,MOM,Sultai (UBG),350,688
2099,2023-05-27,MOM,Mardu (BRW),29,64
2100,2023-05-27,MOM,Temur (RGU),50,106
2101,2023-05-27,MOM,Abzan (GWB),121,254
2102,2023-05-27,MOM,Esper (WUB),131,282
2103,2023-05-27,MOM,Grixis (UBR),104,201
2104,2023-05-27,MOM,Jund (BRG),40,81
2105,2023-05-27,MOM,Naya (RGW),47,73
2106,2023-05-27,MOM,Bant (GWU),58,103
2107,2023-05-27,MOM,Jeskai (WUR) + Splash,8,12
2108,2023-05-27,MOM,Sultai (UBG) + Splash,159,321
2109,2023-05-27,MOM,Mardu (BRW) + Splash,2,3
2110,2023-05-27,MOM,Temur (RGU) + Splash,45,94
2111,2023-05-27,MOM,Abzan (GWB) + Splash,32,54
2112,2023-05-27,MOM,Esper (WUB) + Splash,13,26
2113,2023-05-27,MOM,Grixis (UBR) + Splash,7,13
2114,2023-05-27,MOM,Jund (BRG) + Splash,52,105
2115,2023-05-27,MOM,Naya (RGW) + Splash,15,30
2116,2023-05-27,MOM,Bant (GWU) + Splash,46,80
2117,2023-05-27,MOM,Four-color,35,67
2118,2023-05-27,MOM,Four-color + Splash,60,127
2119,2023-05-27,MOM,Five-color,19,48
2120,2023-05-28,MOM,Mono-White,0,1
2121,2023-05-28,MOM,Mono-Blue,7,9
2122,2023-05-28,MOM,Mono-Black,0,0
2123,2023-05-28,MOM,Mono-Red,1,6
2124,2023-05-28,MOM,Mono-Green,9,21
2125,2023-05-28,MOM,Mono-White + Splash,13,19
2126,2023-05-28,MOM,Mono-Blue + Splash,10,14
2127,2023-05-28,MOM,Mono-Black + Splash,10,14
2128,2023-05-28,MOM,Mono-Red + Splash,1,4
2129,2023-05-28,MOM,Mono-Green + Splash,20,32
2130,2023-05-28,MOM,Azorius (WU),958,1742
2131,2023-05-28,MOM,Dimir (UB),916,1701
2132,2023-05-28,MOM,Rakdos (BR),571,1080
2133,2023-05-28,MOM,Gruul (RG),158,301
2134,2023-05-28,MOM,Selesnya (GW),381,690
2135,2023-05-28,MOM,Orzhov (WB),263,512
2136,2023-05-28,MOM,Golgari (BG),308,571
2137,2023-05-28,MOM,Simic (GU),206,385
2138,2023-05-28,MOM,Izzet (UR),434,767
2139,2023-05-28,MOM,Boros (RW),419,740
2140,2023-05-28,MOM,Azorius (WU) + Splash,185,330
2141,2023-05-28,MOM,Dimir (UB) + Splash,372,651
2142,2023-05-28,MOM,Rakdos (BR) + Splash,202,404
2143,2023-05-28,MOM,Gruul (RG) + Splash,130,230
2144,2023-05-28,MOM,Selesnya (GW) + Splash,101,201
2145,2023-05-28,MOM,Orzhov (WB) + Splash,100,207
2146,2023-05-28,MOM,Golgari (BG) + Splash,324,608
2147,2023-05-28,MOM,Simic (GU) + Splash,309,582
2148,2023-05-28,MOM,Izzet (UR) + Splash,211,393
2149,2023-05-28,MOM,Boros (RW) + Splash,55,104
2150,2023-05-28,MOM,Jeskai (WUR),91,175
2151,2023-05-28,MOM,Sultai (UBG),370,664
2152,2023-05-28,MOM,Mardu (BRW),38,75
2153,2023-05-28,MOM,Temur (RGU),57,106
2154,2023-05-28,MOM,Abzan (GWB),104,189
2155,2023-05-28,MOM,Esper (WUB),95,201
2156,2023-05-28,MOM,Grixis (UBR),91,175
2157,2023-05-28,MOM,Jund (BRG),35,74
2158,2023-05-28,MOM,Naya (RGW),32,69
2159,2023-05-28,MOM,Bant (GWU),40,86
2160,2023-05-28,MOM,Jeskai (WUR) + Splash,1,4
2161,2023-05-28,MOM,Sultai (UBG) + Splash,147,285
2162,2023-05-28,MOM,Mardu (BRW) + Splash,0,0
2163,2023-05-28,MOM,Temur (RGU) + Splash,48,99
2164,2023-05-28,MOM,Abzan (GWB) + Splash,53,89
2165,2023-05-28,MOM,Esper (WUB) + Splash,25,41
2166,2023-05-28,MOM,Grixis (UBR) + Splash,32,49
2167,2023-05-28,MOM,Jund (BRG) + Splash,45,92
2168,2023-05-28,MOM,Naya (RGW) + Splash,5,12
2169,2023-05-28,MOM,Bant (GWU) + Splash,29,67
2170,2023-05-28,MOM,Four-color,25,51
2171,2023-05-28,MOM,Four-color + Splash,85,154
2172,2023-05-28,MOM,Five-color,36,62
2173,2023-05-29,MOM,Mono-White,4,7
2174,2023-05-29,MOM,Mono-Blue,0,0
2175,2023-05-29,MOM,Mono-Black,0,1
2176,2023-05-29,MOM,Mono-Red,4,11
2177,2023-05-29,MOM,Mono-Green,2,5
2178,2023-05-29,MOM,Mono-White + Splash,2,2
2179,2023-05-29,MOM,Mono-Blue + Splash,9,20
2180,2023-05-29,MOM,Mono-Black + Splash,3,5
2181,2023-05-29,MOM,Mono-Red + Splash,1,4
2182,2023-05-29,MOM,Mono-Green + Splash,16,32
2183,2023-05-29,MOM,Azorius (WU),1115,1938
2184,2023-05-29,MOM,Dimir (UB),1039,1775
2185,2023-05-29,MOM,Rakdos (BR),722,1325
2186,2023-05-29,MOM,Gruul (RG),220,395
2187,2023-05-29,MOM,Selesnya (GW),387,683
2188,2023-05-29,MOM,Orzhov (WB),243,473
2189,2023-05-29,MOM,Golgari (BG),226,413
2190,2023-05-29,MOM,Simic (GU),190,351
2191,2023-05-29,MOM,Izzet (UR),404,743
2192,2023-05-29,MOM,Boros (RW),416,778
2193,2023-05-29,MOM,Azorius (WU) + Splash,122,250
2194,2023-05-29,MOM,Dimir (UB) + Splash,399,774
2195,2023-05-29,MOM,Rakdos (BR) + Splash,254,471
2196,2023-05-29,MOM,Gruul (RG) + Splash,107,208
2197,2023-05-29,MOM,Selesnya (GW) + Splash,96,213
2198,2023-05-29,MOM,Orzhov (WB) + Splash,95,178
2199,2023-05-29,MOM,Golgari (BG) + Splash,309,586
2200,2023-05-29,MOM,Simic (GU) + Splash,326,607
2201,2023-05-29,MOM,Izzet (UR) + Splash,201,373
2202,2023-05-29,MOM,Boros (RW) + Splash,91,165
2203,2023-05-29,MOM,Jeskai (WUR),58,110
2204,2023-05-29,MOM,Sultai (UBG),355,690
2205,2023-05-29,MOM,Mardu (BRW),48,91
2206,2023-05-29,MOM,Temur (RGU),42,90
2207,2023-05-29,MOM,Abzan (GWB),113,234
2208,2023-05-29,MOM,Esper (WUB),119,220
2209,2023-05-29,MOM,Grixis (UBR),109,210
2210,2023-05-29,MOM,Jund (BRG),51,103
2211,2023-05-29,MOM,Naya (RGW),23,44
2212,2023-05-29,MOM,Bant (GWU),56,113
2213,2023-05-29,MOM,Jeskai (WUR) + Splash,4,9
2214,2023-05-29,MOM,Sultai (UBG) + Splash,130,273
2215,2023-05-29,MOM,Mardu (BRW) + Splash,1,7
2216,2023-05-29,MOM,Temur (RGU) + Splash,23,45
2217,2023-05-29,MOM,Abzan (GWB) + Splash,28,55
2218,2023-05-29,MOM,Esper (WUB) + Splash,5,19
2219,2023-05-29,MOM,Grixis (UBR) + Splash,3,8
2220,2023-05-29,MOM,Jund (BRG) + Splash,20,51
2221,2023-05-29,MOM,Naya (RGW) + Splash,7,11
2222,2023-05-29,MOM,Bant (GWU) + Splash,44,79
2223,2023-05-29,MOM,Four-color,39,81
2224,2023-05-29,MOM,Four-color + Splash,62,135
2225,2023-05-29,MOM,Five-color,21,39
2226,2023-05-30,MOM,Mono-White,2,5
2227,2023-05-30,MOM,Mono-Blue,0,0
2228,2023-05-30,MOM,Mono-Black,0,0
2229,2023-05-30,MOM,Mono-Red,5,8
2230,2023-05-30,MOM,Mono-Green,1,3
2231,2023-05-30,MOM,Mono-White + Splash,8,15
2232,2023-05-30,MOM,Mono-Blue + Splash,0,2
2233,2023-05-30,MOM,Mono-Black + Splash,2,5
2234,2023-05-30,MOM,Mono-Red + Splash,5,11
2235,2023-05-30,MOM,Mono-Green + Splash,14,30
2236,2023-05-30,MOM,Azorius (WU),1050,1838
2237,2023-05-30,MOM,Dimir (UB),752,1355
2238,2023-05-30,MOM,Rakdos (BR),474,901
2239,2023-05-30,MOM,Gruul (RG),193,368
2240,2023-05-30,MOM,Selesnya (GW),337,601
2241,2023-05-30,MOM,Orzhov (WB),251,446
2242,2023-05-30,MOM,Golgari (BG),203,370
2243,2023-05-30,MOM,Simic (GU),201,357
2244,2023-05-30,MOM,Izzet (UR),354,634
2245,2023-05-30,MOM,Boros (RW),360,650
2246,2023-05-30,MOM,Azorius (WU) + Splash,100,202
2247,2023-05-30,MOM,Dimir (UB) + Splash,310,563
2248,2023-05-30,MOM,Rakdos (BR) + Splash,241,430
2249,2023-05-30,MOM,Gruul (RG) + Splash,114,220
2250,2023-05-30,MOM,Selesnya (GW) + Splash,162,279
2251,2023-05-30,MOM,Orzhov (WB) + Splash,93,172
2252,2023-05-30,MOM,Golgari (BG) + Splash,269,488
2253,2023-05-30,MOM,Simic (GU) + Splash,292,543
2254,2023-05-30,MOM,Izzet (UR) + Splash,223,388
2255,2023-05-30,MOM,Boros (RW) + Splash,67,122
2256,2023-05-30,MOM,Jeskai (WUR),61,110
2257,2023-05-30,MOM,Sultai (UBG),391,686
2258,2023-05-30,MOM,Mardu (BRW),26,57
2259,2023-05-30,MOM,Temur (RGU),69,125
2260,2023-05-30,MOM,Abzan (GWB),88,181
2261,2023-05-30,MOM,Esper (WUB),86,179
2262,2023-05-30,MOM,Grixis (UBR),68,142
2263,2023-05-30,MOM,Jund (BRG),50,88
2264,2023-05-30,MOM,Naya (RGW),22,51
2265,2023-05-30,MOM,Bant (GWU),45,69
2266,2023-05-30,MOM,Jeskai (WUR) + Splash,4,15
2267,2023-05-30,MOM,Sultai (UBG) + Splash,138,255
2268,2023-05-30,MOM,Mardu (BRW) + Splash,6,12
2269,2023-05-30,MOM,Temur (RGU) + Splash,37,63
2270,2023-05-30,MOM,Abzan (GWB) + Splash,38,71
2271,2023-05-30,MOM,Esper (WUB) + Splash,3,5
2272,2023-05-30,MOM,Grixis (UBR) + Splash,15,27
2273,2023-05-30,MOM,Jund (BRG) + Splash,16,33
2274,2023-05-30,MOM,Naya (RGW) + Splash,9,16
2275,2023-05-30,MOM,Bant (GWU) + Splash,38,71
2276,2023-05-30,MOM,Four-color,31,64
2277,2023-05-30,MOM,Four-color + Splash,81,154
2278,2023-05-30,MOM,Five-color,14,33
2279,2023-05-31,MOM,Mono-White,2,3
2280,2023-05-31,MOM,Mono-Blue,0,0
2281,2023-05-31,MOM,Mono-Black,0,0
2282,2023-05-31,MOM,Mono-Red,0,0
2283,2023-05-31,MOM,Mono-Green,2,2
2284,2023-05-31,MOM,Mono-White + Splash,13,24
2285,2023-05-31,MOM,Mono-Blue + Splash,6,12
2286,2023-05-31,MOM,Mono-Black + Splash,12,16
2287,2023-05-31,MOM,Mono-Red + Splash,0,0
2288,2023-05-31,MOM,Mono-Green + Splash,16,22
2289,2023-05-31,MOM,Azorius (WU),932,1584
2290,2023-05-31,MOM,Dimir (UB),715,1283
2291,2023-05-31,MOM,Rakdos (BR),502,920
