,date,format,deck,wins,games
511,2023-06-29,LTR,Abzan (GWB),6,12
512,2023-06-29,LTR,Esper (WUB),0,3
513,2023-06-29,LTR,Grixis (UBR),41,83
514,2023-06-29,LTR,Jund (BRG),12,16
515,2023-06-29,LTR,Naya (RGW),6,10
516,2023-06-29,LTR,Bant (GWU),4,7
517,2023-06-29,LTR,Jeskai (WUR) + Splash,0,0
518,2023-06-29,LTR,Sultai (UBG) + Splash,0,0
519,2023-06-29,LTR,Mardu (BRW) + Splash,0,0
520,2023-06-29,LTR,Temur (RGU) + Splash,0,0
521,2023-06-29,LTR,Abzan (GWB) + Splash,4,7
522,2023-06-29,LTR,Esper (WUB) + Splash,2,5
523,2023-06-29,LTR,Grixis (UBR) + Splash,7,9
524,2023-06-29,LTR,Jund (BRG) + Splash,3,5
525,2023-06-29,LTR,Naya (RGW) + Splash,0,0
526,2023-06-29,LTR,Bant (GWU) + Splash,8,21
527,2023-06-29,LTR,Four-color,8,17
528,2023-06-29,LTR,Four-color + Splash,2,8
529,2023-06-29,LTR,Five-color,0,0
530,2023-06-30,LTR,Mono-White,1,3
531,2023-06-30,LTR,Mono-Blue,0,0
532,2023-06-30,LTR,Mono-Black,8,10
533,2023-06-30,LTR,Mono-Red,11,23
534,2023-06-30,LTR,Mono-Green,0,0
535,2023-06-30,LTR,Mono-White + Splash,0,1
536,2023-06-30,LTR,Mono-Blue + Splash,9,14
537,2023-06-30,LTR,Mono-Black + Splash,4,9
538,2023-06-30,LTR,Mono-Red + Splash,0,0
539,2023-06-30,LTR,Mono-Green + Splash,0,0
540,2023-06-30,LTR,Azorius (WU),75,131
541,2023-06-30,LTR,Dimir (UB),275,479
542,2023-06-30,LTR,Rakdos (BR),649,1014
543,2023-06-30,LTR,Gruul (RG),51,75
544,2023-06-30,LTR,Selesnya (GW),63,89
545,2023-06-30,LTR,Orzhov (WB),280,489
546,2023-06-30,LTR,Golgari (BG),68,108
547,2023-06-30,LTR,Simic (GU),65,121
548,2023-06-30,LTR,Izzet (UR),358,587
549,2023-06-30,LTR,Boros (RW),232,404
550,2023-06-30,LTR,Azorius (WU) + Splash,20,37
551,2023-06-30,LTR,Dimir (UB) + Splash,90,171
552,2023-06-30,LTR,Rakdos (BR) + Splash,64,103
553,2023-06-30,LTR,Gruul (RG) + Splash,32,57
554,2023-06-30,LTR,Selesnya (GW) + Splash,58,91
555,2023-06-30,LTR,Orzhov (WB) + Splash,65,123
556,2023-06-30,LTR,Golgari (BG) + Splash,63,111
557,2023-06-30,LTR,Simic (GU) + Splash,5,16
558,2023-06-30,LTR,Izzet (UR) + Splash,94,152
559,2023-06-30,LTR,Boros (RW) + Splash,10,19
560,2023-06-30,LTR,Jeskai (WUR),5,7
561,2023-06-30,LTR,Sultai (UBG),8,19
562,2023-06-30,LTR,Mardu (BRW),14,22
563,2023-06-30,LTR,Temur (RGU),2,5
564,2023-06-30,LTR,Abzan (GWB),11,28
565,2023-06-30,LTR,Esper (WUB),15,30
566,2023-06-30,LTR,Grixis (UBR),46,73
567,2023-06-30,LTR,Jund (BRG),17,29
568,2023-06-30,LTR,Naya (RGW),10,18
569,2023-06-30,LTR,Bant (GWU),9,16
570,2023-06-30,LTR,Jeskai (WUR) + Splash,0,0
571,2023-06-30,LTR,Sultai (UBG) + Splash,6,11
572,2023-06-30,LTR,Mardu (BRW) + Splash,0,0
573,2023-06-30,LTR,Temur (RGU) + Splash,0,0
574,2023-06-30,LTR,Abzan (GWB) + Splash,14,22
575,2023-06-30,LTR,Esper (WUB) + Splash,0,0
576,2023-06-30,LTR,Grixis (UBR) + Splash,3,6
577,2023-06-30,LTR,Jund (BRG) + Splash,4,7
578,2023-06-30,LTR,Naya (RGW) + Splash,0,0
579,2023-06-30,LTR,Bant (GWU) + Splash,3,8
580,2023-06-30,LTR,Four-color,18,26
581,2023-06-30,LTR,Four-color + Splash,10,17
582,2023-06-30,LTR,Five-color,0,0
583,2023-07-01,LTR,Mono-White,0,0
584,2023-07-01,LTR,Mono-Blue,0,0
585,2023-07-01,LTR,Mono-Black,1,4
586,2023-07-01,LTR,Mono-Red,4,7
587,2023-07-01,LTR,Mono-Green,0,0
588,2023-07-01,LTR,Mono-White + Splash,2,6
589,2023-07-01,LTR,Mono-Blue + Splash,8,11
590,2023-07-01,LTR,Mono-Black + Splash,3,6
591,2023-07-01,LTR,Mono-Red + Splash,0,0
592,2023-07-01,LTR,Mono-Green + Splash,0,0
593,2023-07-01,LTR,Azorius (WU),57,99
594,2023-07-01,LTR,Dimir (UB),158,261
595,2023-07-01,LTR,Rakdos (BR),406,639
596,2023-07-01,LTR,Gruul (RG),25,41
597,2023-07-01,LTR,Selesnya (GW),52,94
598,2023-07-01,LTR,Orzhov (WB),140,207
599,2023-07-01,LTR,Golgari (BG),47,76
600,2023-07-01,LTR,Simic (GU),12,28
601,2023-07-01,LTR,Izzet (UR),377,559
602,2023-07-01,LTR,Boros (RW),159,259
603,2023-07-01,LTR,Azorius (WU) + Splash,12,15
604,2023-07-01,LTR,Dimir (UB) + Splash,118,187
605,2023-07-01,LTR,Rakdos (BR) + Splash,25,49
606,2023-07-01,LTR,Gruul (RG) + Splash,11,26
607,2023-07-01,LTR,Selesnya (GW) + Splash,23,37
608,2023-07-01,LTR,Orzhov (WB) + Splash,37,60
609,2023-07-01,LTR,Golgari (BG) + Splash,41,63
610,2023-07-01,LTR,Simic (GU) + Splash,0,0
611,2023-07-01,LTR,Izzet (UR) + Splash,47,80
612,2023-07-01,LTR,Boros (RW) + Splash,9,18
613,2023-07-01,LTR,Jeskai (WUR),7,9
614,2023-07-01,LTR,Sultai (UBG),3,5
615,2023-07-01,LTR,Mardu (BRW),1,3
616,2023-07-01,LTR,Temur (RGU),6,9
617,2023-07-01,LTR,Abzan (GWB),11,24
618,2023-07-01,LTR,Esper (WUB),11,17
619,2023-07-01,LTR,Grixis (UBR),54,84
620,2023-07-01,LTR,Jund (BRG),7,11
621,2023-07-01,LTR,Naya (RGW),2,8
622,2023-07-01,LTR,Bant (GWU),2,5
623,2023-07-01,LTR,Jeskai (WUR) + Splash,0,0
624,2023-07-01,LTR,Sultai (UBG) + Splash,4,7
625,2023-07-01,LTR,Mardu (BRW) + Splash,0,0
626,2023-07-01,LTR,Temur (RGU) + Splash,0,0
627,2023-07-01,LTR,Abzan (GWB) + Splash,0,0
628,2023-07-01,LTR,Esper (WUB) + Splash,0,0
629,2023-07-01,LTR,Grixis (UBR) + Splash,2,5
630,2023-07-01,LTR,Jund (BRG) + Splash,7,9
631,2023-07-01,LTR,Naya (RGW) + Splash,4,6
632,2023-07-01,LTR,Bant (GWU) + Splash,0,0
633,2023-07-01,LTR,Four-color,0,1
634,2023-07-01,LTR,Four-color + Splash,12,20
635,2023-07-01,LTR,Five-color,3,6
636,2023-07-02,LTR,Mono-White,0,0
637,2023-07-02,LTR,Mono-Blue,0,0
638,2023-07-02,LTR,Mono-Black,7,9
639,2023-07-02,LTR,Mono-Red,0,0
640,2023-07-02,LTR,Mono-Green,0,0
641,2023-07-02,LTR,Mono-White + Splash,0,0
642,2023-07-02,LTR,Mono-Blue + Splash,0,0
643,2023-07-02,LTR,Mono-Black + Splash,0,0
644,2023-07-02,LTR,Mono-Red + Splash,2,3
645,2023-07-02,LTR,Mono-Green + Splash,0,0
646,2023-07-02,LTR,Azorius (WU),67,108
647,2023-07-02,LTR,Dimir (UB),195,317
648,2023-07-02,LTR,Rakdos (BR),418,638
649,2023-07-02,LTR,Gruul (RG),24,38
650,2023-07-02,LTR,Selesnya (GW),18,34
651,2023-07-02,LTR,Orzhov (WB),153,245
652,2023-07-02,LTR,Golgari (BG),75,118
653,2023-07-02,LTR,Simic (GU),28,63
654,2023-07-02,LTR,Izzet (UR),289,470
655,2023-07-02,LTR,Boros (RW),174,274
656,2023-07-02,LTR,Azorius (WU) + Splash,11,24
657,2023-07-02,LTR,Dimir (UB) + Splash,69,117
658,2023-07-02,LTR,Rakdos (BR) + Splash,59,94
659,2023-07-02,LTR,Gruul (RG) + Splash,8,8
660,2023-07-02,LTR,Selesnya (GW) + Splash,36,65
661,2023-07-02,LTR,Orzhov (WB) + Splash,27,49
662,2023-07-02,LTR,Golgari (BG) + Splash,26,47
663,2023-07-02,LTR,Simic (GU) + Splash,4,10
664,2023-07-02,LTR,Izzet (UR) + Splash,73,106
665,2023-07-02,LTR,Boros (RW) + Splash,26,41
666,2023-07-02,LTR,Jeskai (WUR),5,11
667,2023-07-02,LTR,Sultai (UBG),3,7
668,2023-07-02,LTR,Mardu (BRW),1,4
669,2023-07-02,LTR,Temur (RGU),2,5
670,2023-07-02,LTR,Abzan (GWB),6,10
671,2023-07-02,LTR,Esper (WUB),4,10
672,2023-07-02,LTR,Grixis (UBR),49,81
673,2023-07-02,LTR,Jund (BRG),12,18
674,2023-07-02,LTR,Naya (RGW),9,16
675,2023-07-02,LTR,Bant (GWU),0,0
676,2023-07-02,LTR,Jeskai (WUR) + Splash,0,0
677,2023-07-02,LTR,Sultai (UBG) + Splash,0,1
678,2023-07-02,LTR,Mardu (BRW) + Splash,0,0
679,2023-07-02,LTR,Temur (RGU) + Splash,12,16
680,2023-07-02,LTR,Abzan (GWB) + Splash,0,0
681,2023-07-02,LTR,Esper (WUB) + Splash,6,9
682,2023-07-02,LTR,Grixis (UBR) + Splash,0,0
683,2023-07-02,LTR,Jund (BRG) + Splash,0,0
684,2023-07-02,LTR,Naya (RGW) + Splash,1,2
685,2023-07-02,LTR,Bant (GWU) + Splash,0,0
686,2023-07-02,LTR,Four-color,11,22
687,2023-07-02,LTR,Four-color + Splash,1,1
688,2023-07-02,LTR,Five-color,0,0
689,2023-07-03,LTR,Mono-White,0,0
690,2023-07-03,LTR,Mono-Blue,0,0
691,2023-07-03,LTR,Mono-Black,10,14
692,2023-07-03,LTR,Mono-Red,0,0
693,2023-07-03,LTR,Mono-Green,0,0
694,2023-07-03,LTR,Mono-White + Splash,0,0
695,2023-07-03,LTR,Mono-Blue + Splash,0,0
696,2023-07-03,LTR,Mono-Black + Splash,10,13
697,2023-07-03,LTR,Mono-Red + Splash,3,7
698,2023-07-03,LTR,Mono-Green + Splash,0,0
699,2023-07-03,LTR,Azorius (WU),61,96
700,2023-07-03,LTR,Dimir (UB),236,368
701,2023-07-03,LTR,Rakdos (BR),536,870
702,2023-07-03,LTR,Gruul (RG),31,53
703,2023-07-03,LTR,Selesnya (GW),59,91
704,2023-07-03,LTR,Orzhov (WB),257,429
705,2023-07-03,LTR,Golgari (BG),50,90
706,2023-07-03,LTR,Simic (GU),49,81
707,2023-07-03,LTR,Izzet (UR),453,751
708,2023-07-03,LTR,Boros (RW),210,352
709,2023-07-03,LTR,Azorius (WU) + Splash,17,26
710,2023-07-03,LTR,Dimir (UB) + Splash,105,184
711,2023-07-03,LTR,Rakdos (BR) + Splash,61,109
712,2023-07-03,LTR,Gruul (RG) + Splash,26,46
713,2023-07-03,LTR,Selesnya (GW) + Splash,40,65
714,2023-07-03,LTR,Orzhov (WB) + Splash,70,113
715,2023-07-03,LTR,Golgari (BG) + Splash,47,78
716,2023-07-03,LTR,Simic (GU) + Splash,24,44
717,2023-07-03,LTR,Izzet (UR) + Splash,87,156
718,2023-07-03,LTR,Boros (RW) + Splash,11,19
719,2023-07-03,LTR,Jeskai (WUR),23,38
720,2023-07-03,LTR,Sultai (UBG),14,24
721,2023-07-03,LTR,Mardu (BRW),15,26
722,2023-07-03,LTR,Temur (RGU),1,4
723,2023-07-03,LTR,Abzan (GWB),25,54
724,2023-07-03,LTR,Esper (WUB),7,15
725,2023-07-03,LTR,Grixis (UBR),53,108
726,2023-07-03,LTR,Jund (BRG),7,12
727,2023-07-03,LTR,Naya (RGW),9,14
728,2023-07-03,LTR,Bant (GWU),0,0
729,2023-07-03,LTR,Jeskai (WUR) + Splash,0,0
730,2023-07-03,LTR,Sultai (UBG) + Splash,4,7
731,2023-07-03,LTR,Mardu (BRW) + Splash,0,0
732,2023-07-03,LTR,Temur (RGU) + Splash,0,0
733,2023-07-03,LTR,Abzan (GWB) + Splash,4,11
734,2023-07-03,LTR,Esper (WUB) + Splash,0,0
735,2023-07-03,LTR,Grixis (UBR) + Splash,0,0
736,2023-07-03,LTR,Jund (BRG) + Splash,1,1
737,2023-07-03,LTR,Naya (RGW) + Splash,0,2
738,2023-07-03,LTR,Bant (GWU) + Splash,13,24
739,2023-07-03,LTR,Four-color,0,2
740,2023-07-03,LTR,Four-color + Splash,1,6
741,2023-07-03,LTR,Five-color,0,0
742,2023-07-04,LTR,Mono-White,0,0
743,2023-07-04,LTR,Mono-Blue,2,5
744,2023-07-04,LTR,Mono-Black,0,0
745,2023-07-04,LTR,Mono-Red,0,0
746,2023-07-04,LTR,Mono-Green,0,0
747,2023-07-04,LTR,Mono-White + Splash,0,0
748,2023-07-04,LTR,Mono-Blue + Splash,0,0
749,2023-07-04,LTR,Mono-Black + Splash,8,12
750,2023-07-04,LTR,Mono-Red + Splash,1,2
751,2023-07-04,LTR,Mono-Green + Splash,0,0
752,2023-07-04,LTR,Azorius (WU),34,53
753,2023-07-04,LTR,Dimir (UB),225,342
754,2023-07-04,LTR,Rakdos (BR),574,906
755,2023-07-04,LTR,Gruul (RG),30,53
756,2023-07-04,LTR,Selesnya (GW),42,60
757,2023-07-04,LTR,Orzhov (WB),242,408
758,2023-07-04,LTR,Golgari (BG),96,156
759,2023-07-04,LTR,Simic (GU),34,58
760,2023-07-04,LTR,Izzet (UR),371,590
761,2023-07-04,LTR,Boros (RW),170,292
762,2023-07-04,LTR,Azorius (WU) + Splash,16,33
763,2023-07-04,LTR,Dimir (UB) + Splash,117,199
764,2023-07-04,LTR,Rakdos (BR) + Splash,56,107
765,2023-07-04,LTR,Gruul (RG) + Splash,29,57
766,2023-07-04,LTR,Selesnya (GW) + Splash,45,91
767,2023-07-04,LTR,Orzhov (WB) + Splash,48,79
768,2023-07-04,LTR,Golgari (BG) + Splash,57,91
769,2023-07-04,LTR,Simic (GU) + Splash,29,51
770,2023-07-04,LTR,Izzet (UR) + Splash,124,205
771,2023-07-04,LTR,Boros (RW) + Splash,31,49
772,2023-07-04,LTR,Jeskai (WUR),12,23
773,2023-07-04,LTR,Sultai (UBG),2,7
774,2023-07-04,LTR,Mardu (BRW),14,27
775,2023-07-04,LTR,Temur (RGU),5,9
776,2023-07-04,LTR,Abzan (GWB),28,41
777,2023-07-04,LTR,Esper (WUB),16,34
778,2023-07-04,LTR,Grixis (UBR),85,144
779,2023-07-04,LTR,Jund (BRG),25,42
780,2023-07-04,LTR,Naya (RGW),17,30
781,2023-07-04,LTR,Bant (GWU),7,14
782,2023-07-04,LTR,Jeskai (WUR) + Splash,0,1
783,2023-07-04,LTR,Sultai (UBG) + Splash,7,13
784,2023-07-04,LTR,Mardu (BRW) + Splash,0,0
785,2023-07-04,LTR,Temur (RGU) + Splash,1,4
786,2023-07-04,LTR,Abzan (GWB) + Splash,7,13
787,2023-07-04,LTR,Esper (WUB) + Splash,2,5
788,2023-07-04,LTR,Grixis (UBR) + Splash,1,4
789,2023-07-04,LTR,Jund (BRG) + Splash,4,8
790,2023-07-04,LTR,Naya (RGW) + Splash,1,1
791,2023-07-04,LTR,Bant (GWU) + Splash,7,8
792,2023-07-04,LTR,Four-color,2,5
793,2023-07-04,LTR,Four-color + Splash,0,0
794,2023-07-04,LTR,Five-color,1,4
795,2023-07-05,LTR,Mono-White,1,3
796,2023-07-05,LTR,Mono-Blue,0,0
797,2023-07-05,LTR,Mono-Black,0,1
798,2023-07-05,LTR,Mono-Red,4,5
799,2023-07-05,LTR,Mono-Green,0,0
800,2023-07-05,LTR,Mono-White + Splash,0,0
801,2023-07-05,LTR,Mono-Blue + Splash,2,3
802,2023-07-05,LTR,Mono-Black + Splash,14,17
803,2023-07-05,LTR,Mono-Red + Splash,6,11
804,2023-07-05,LTR,Mono-Green + Splash,1,3
805,2023-07-05,LTR,Azorius (WU),40,72
806,2023-07-05,LTR,Dimir (UB),199,313
807,2023-07-05,LTR,Rakdos (BR),489,771
808,2023-07-05,LTR,Gruul (RG),9,21
809,2023-07-05,LTR,Selesnya (GW),77,130
810,2023-07-05,LTR,Orzhov (WB),194,305
811,2023-07-05,LTR,Golgari (BG),62,90
812,2023-07-05,LTR,Simic (GU),46,83
813,2023-07-05,LTR,Izzet (UR),314,515
814,2023-07-05,LTR,Boros (RW),172,291
815,2023-07-05,LTR,Azorius (WU) + Splash,20,42
816,2023-07-05,LTR,Dimir (UB) + Splash,128,212
817,2023-07-05,LTR,Rakdos (BR) + Splash,73,131
818,2023-07-05,LTR,Gruul (RG) + Splash,25,44
819,2023-07-05,LTR,Selesnya (GW) + Splash,50,81
820,2023-07-05,LTR,Orzhov (WB) + Splash,28,62
821,2023-07-05,LTR,Golgari (BG) + Splash,49,78
822,2023-07-05,LTR,Simic (GU) + Splash,27,43
823,2023-07-05,LTR,Izzet (UR) + Splash,85,140
824,2023-07-05,LTR,Boros (RW) + Splash,18,26
825,2023-07-05,LTR,Jeskai (WUR),2,5
826,2023-07-05,LTR,Sultai (UBG),10,16
827,2023-07-05,LTR,Mardu (BRW),3,3
828,2023-07-05,LTR,Temur (RGU),3,9
829,2023-07-05,LTR,Abzan (GWB),24,47
830,2023-07-05,LTR,Esper (WUB),28,46
831,2023-07-05,LTR,Grixis (UBR),18,36
832,2023-07-05,LTR,Jund (BRG),12,24
833,2023-07-05,LTR,Naya (RGW),17,27
834,2023-07-05,LTR,Bant (GWU),3,6
835,2023-07-05,LTR,Jeskai (WUR) + Splash,3,5
836,2023-07-05,LTR,Sultai (UBG) + Splash,5,6
837,2023-07-05,LTR,Mardu (BRW) + Splash,0,0
838,2023-07-05,LTR,Temur (RGU) + Splash,3,4
839,2023-07-05,LTR,Abzan (GWB) + Splash,11,16
840,2023-07-05,LTR,Esper (WUB) + Splash,0,3
841,2023-07-05,LTR,Grixis (UBR) + Splash,8,10
842,2023-07-05,LTR,Jund (BRG) + Splash,3,6
843,2023-07-05,LTR,Naya (RGW) + Splash,2,5
844,2023-07-05,LTR,Bant (GWU) + Splash,5,9
845,2023-07-05,LTR,Four-color,8,14
846,2023-07-05,LTR,Four-color + Splash,6,14
847,2023-07-05,LTR,Five-color,2,3
848,2023-07-06,LTR,Mono-White,7,8
849,2023-07-06,LTR,Mono-Blue,9,13
850,2023-07-06,LTR,Mono-Black,13,19
851,2023-07-06,LTR,Mono-Red,2,4
852,2023-07-06,LTR,Mono-Green,0,0
853,2023-07-06,LTR,Mono-White + Splash,4,7
854,2023-07-06,LTR,Mono-Blue + Splash,10,15
855,2023-07-06,LTR,Mono-Black + Splash,6,10
856,2023-07-06,LTR,Mono-Red + Splash,4,6
857,2023-07-06,LTR,Mono-Green + Splash,0,0
858,2023-07-06,LTR,Azorius (WU),67,120
859,2023-07-06,LTR,Dimir (UB),241,404
860,2023-07-06,LTR,Rakdos (BR),506,790
861,2023-07-06,LTR,Gruul (RG),35,57
862,2023-07-06,LTR,Selesnya (GW),25,43
863,2023-07-06,LTR,Orzhov (WB),206,319
864,2023-07-06,LTR,Golgari (BG),65,100
865,2023-07-06,LTR,Simic (GU),23,44
866,2023-07-06,LTR,Izzet (UR),314,503
867,2023-07-06,LTR,Boros (RW),153,261
868,2023-07-06,LTR,Azorius (WU) + Splash,43,68
869,2023-07-06,LTR,Dimir (UB) + Splash,108,180
870,2023-07-06,LTR,Rakdos (BR) + Splash,83,144
871,2023-07-06,LTR,Gruul (RG) + Splash,26,44
872,2023-07-06,LTR,Selesnya (GW) + Splash,59,96
873,2023-07-06,LTR,Orzhov (WB) + Splash,25,52
874,2023-07-06,LTR,Golgari (BG) + Splash,62,101
875,2023-07-06,LTR,Simic (GU) + Splash,41,62
876,2023-07-06,LTR,Izzet (UR) + Splash,91,158
877,2023-07-06,LTR,Boros (RW) + Splash,3,10
878,2023-07-06,LTR,Jeskai (WUR),14,23
879,2023-07-06,LTR,Sultai (UBG),7,16
880,2023-07-06,LTR,Mardu (BRW),21,38
881,2023-07-06,LTR,Temur (RGU),13,19
882,2023-07-06,LTR,Abzan (GWB),30,39
883,2023-07-06,LTR,Esper (WUB),5,13
884,2023-07-06,LTR,Grixis (UBR),39,69
885,2023-07-06,LTR,Jund (BRG),6,15
886,2023-07-06,LTR,Naya (RGW),6,10
887,2023-07-06,LTR,Bant (GWU),6,7
888,2023-07-06,LTR,Jeskai (WUR) + Splash,0,1
889,2023-07-06,LTR,Sultai (UBG) + Splash,1,7
890,2023-07-06,LTR,Mardu (BRW) + Splash,0,0
891,2023-07-06,LTR,Temur (RGU) + Splash,6,12
892,2023-07-06,LTR,Abzan (GWB) + Splash,2,3
893,2023-07-06,LTR,Esper (WUB) + Splash,6,13
894,2023-07-06,LTR,Grixis (UBR) + Splash,9,13
895,2023-07-06,LTR,Jund (BRG) + Splash,6,14
896,2023-07-06,LTR,Naya (RGW) + Splash,12,21
897,2023-07-06,LTR,Bant (GWU) + Splash,12,31
898,2023-07-06,LTR,Four-color,18,32
899,2023-07-06,LTR,Four-color + Splash,6,10
900,2023-07-06,LTR,Five-color,0,0
901,2023-07-07,LTR,Mono-White,0,0
902,2023-07-07,LTR,Mono-Blue,0,0
903,2023-07-07,LTR,Mono-Black,0,0
904,2023-07-07,LTR,Mono-Red,5,8
905,2023-07-07,LTR,Mono-Green,0,0
906,2023-07-07,LTR,Mono-White + Splash,0,0
907,2023-07-07,LTR,Mono-Blue + Splash,7,9
908,2023-07-07,LTR,Mono-Black + Splash,12,18
909,2023-07-07,LTR,Mono-Red + Splash,0,0
910,2023-07-07,LTR,Mono-Green + Splash,0,0
911,2023-07-07,LTR,Azorius (WU),41,76
912,2023-07-07,LTR,Dimir (UB),232,367
913,2023-07-07,LTR,Rakdos (BR),458,762
914,2023-07-07,LTR,Gruul (RG),19,34
915,2023-07-07,LTR,Selesnya (GW),40,70
916,2023-07-07,LTR,Orzhov (WB),184,321
917,2023-07-07,LTR,Golgari (BG),71,112
918,2023-07-07,LTR,Simic (GU),27,48
919,2023-07-07,LTR,Izzet (UR),341,528
920,2023-07-07,LTR,Boros (RW),94,169
921,2023-07-07,LTR,Azorius (WU) + Splash,22,37
922,2023-07-07,LTR,Dimir (UB) + Splash,94,174
923,2023-07-07,LTR,Rakdos (BR) + Splash,60,106
924,2023-07-07,LTR,Gruul (RG) + Splash,10,18
925,2023-07-07,LTR,Selesnya (GW) + Splash,28,59
926,2023-07-07,LTR,Orzhov (WB) + Splash,35,55
927,2023-07-07,LTR,Golgari (BG) + Splash,44,77
928,2023-07-07,LTR,Simic (GU) + Splash,32,57
929,2023-07-07,LTR,Izzet (UR) + Splash,88,140
930,2023-07-07,LTR,Boros (RW) + Splash,27,48
931,2023-07-07,LTR,Jeskai (WUR),9,16
932,2023-07-07,LTR,Sultai (UBG),12,21
933,2023-07-07,LTR,Mardu (BRW),8,17
934,2023-07-07,LTR,Temur (RGU),5,8
935,2023-07-07,LTR,Abzan (GWB),36,67
936,2023-07-07,LTR,Esper (WUB),3,7
937,2023-07-07,LTR,Grixis (UBR),82,145
938,2023-07-07,LTR,Jund (BRG),15,25
939,2023-07-07,LTR,Naya (RGW),12,16
940,2023-07-07,LTR,Bant (GWU),2,5
941,2023-07-07,LTR,Jeskai (WUR) + Splash,0,0
942,2023-07-07,LTR,Sultai (UBG) + Splash,4,4
943,2023-07-07,LTR,Mardu (BRW) + Splash,0,0
944,2023-07-07,LTR,Temur (RGU) + Splash,1,4
945,2023-07-07,LTR,Abzan (GWB) + Splash,13,18
946,2023-07-07,LTR,Esper (WUB) + Splash,2,4
947,2023-07-07,LTR,Grixis (UBR) + Splash,2,5
948,2023-07-07,LTR,Jund (BRG) + Splash,1,2
949,2023-07-07,LTR,Naya (RGW) + Splash,5,17
950,2023-07-07,LTR,Bant (GWU) + Splash,1,4
951,2023-07-07,LTR,Four-color,8,16
952,2023-07-07,LTR,Four-color + Splash,3,5
953,2023-07-07,LTR,Five-color,0,0
954,2023-07-08,LTR,Mono-White,0,0
955,2023-07-08,LTR,Mono-Blue,0,0
956,2023-07-08,LTR,Mono-Black,7,8
957,2023-07-08,LTR,Mono-Red,6,7
958,2023-07-08,LTR,Mono-Green,0,0
959,2023-07-08,LTR,Mono-White + Splash,0,0
960,2023-07-08,LTR,Mono-Blue + Splash,0,0
961,2023-07-08,LTR,Mono-Black + Splash,0,0
962,2023-07-08,LTR,Mono-Red + Splash,0,0
963,2023-07-08,LTR,Mono-Green + Splash,0,0
964,2023-07-08,LTR,Azorius (WU),30,53
965,2023-07-08,LTR,Dimir (UB),212,363
966,2023-07-08,LTR,Rakdos (BR),287,456
967,2023-07-08,LTR,Gruul (RG),20,33
968,2023-07-08,LTR,Selesnya (GW),33,58
969,2023-07-08,LTR,Orzhov (WB),125,194
970,2023-07-08,LTR,Golgari (BG),59,98
971,2023-07-08,LTR,Simic (GU),40,61
972,2023-07-08,LTR,Izzet (UR),211,372
973,2023-07-08,LTR,Boros (RW),122,200
974,2023-07-08,LTR,Azorius (WU) + Splash,21,35
975,2023-07-08,LTR,Dimir (UB) + Splash,112,201
976,2023-07-08,LTR,Rakdos (BR) + Splash,56,90
977,2023-07-08,LTR,Gruul (RG) + Splash,5,9
978,2023-07-08,LTR,Selesnya (GW) + Splash,70,104
979,2023-07-08,LTR,Orzhov (WB) + Splash,27,46
980,2023-07-08,LTR,Golgari (BG) + Splash,33,69
981,2023-07-08,LTR,Simic (GU) + Splash,14,27
982,2023-07-08,LTR,Izzet (UR) + Splash,99,165
983,2023-07-08,LTR,Boros (RW) + Splash,23,38
984,2023-07-08,LTR,Jeskai (WUR),5,9
985,2023-07-08,LTR,Sultai (UBG),7,9
986,2023-07-08,LTR,Mardu (BRW),6,11
987,2023-07-08,LTR,Temur (RGU),1,3
988,2023-07-08,LTR,Abzan (GWB),24,42
989,2023-07-08,LTR,Esper (WUB),4,7
990,2023-07-08,LTR,Grixis (UBR),45,72
991,2023-07-08,LTR,Jund (BRG),13,19
992,2023-07-08,LTR,Naya (RGW),9,14
993,2023-07-08,LTR,Bant (GWU),1,3
994,2023-07-08,LTR,Jeskai (WUR) + Splash,0,0
995,2023-07-08,LTR,Sultai (UBG) + Splash,10,19
996,2023-07-08,LTR,Mardu (BRW) + Splash,0,0
997,2023-07-08,LTR,Temur (RGU) + Splash,2,6
998,2023-07-08,LTR,Abzan (GWB) + Splash,2,7
999,2023-07-08,LTR,Esper (WUB) + Splash,5,8
1000,2023-07-08,LTR,Grixis (UBR) + Splash,1,4
1001,2023-07-08,LTR,Jund (BRG) + Splash,0,0
1002,2023-07-08,LTR,Naya (RGW) + Splash,1,1
1003,2023-07-08,LTR,Bant (GWU) + Splash,8,13
1004,2023-07-08,LTR,Four-color,3,6
1005,2023-07-08,LTR,Four-color + Splash,4,8
1006,2023-07-08,LTR,Five-color,0,0
1007,2023-07-09,LTR,Mono-White,0,0
1008,2023-07-09,LTR,Mono-Blue,0,0
1009,2023-07-09,LTR,Mono-Black,0,0
1010,2023-07-09,LTR,Mono-Red,24,37
1011,2023-07-09,LTR,Mono-Green,0,0
1012,2023-07-09,LTR,Mono-White + Splash,4,4
1013,2023-07-09,LTR,Mono-Blue + Splash,0,0
1014,2023-07-09,LTR,Mono-Black + Splash,0,0
1015,2023-07-09,LTR,Mono-Red + Splash,0,0
1016,2023-07-09,LTR,Mono-Green + Splash,0,0
1017,2023-07-09,LTR,Azorius (WU),42,66
1018,2023-07-09,LTR,Dimir (UB),254,394
1019,2023-07-09,LTR,Rakdos (BR),418,666
1020,2023-07-09,LTR,Gruul (RG),27,43
1021,2023-07-09,LTR,Selesnya (GW),17,34
1022,2023-07-09,LTR,Orzhov (WB),155,265
1023,2023-07-09,LTR,Golgari (BG),83,129
