,date,format,deck,wins,games
1016,2023-07-09,LTR,Mono-Green + Splash,8,10
1017,2023-07-09,LTR,Azorius (WU),283,536
1018,2023-07-09,LTR,Dimir (UB),964,1695
1019,2023-07-09,LTR,Rakdos (BR),1770,3008
1020,2023-07-09,LTR,Gruul (RG),106,202
1021,2023-07-09,LTR,Selesnya (GW),198,357
1022,2023-07-09,LTR,Orzhov (WB),863,1526
1023,2023-07-09,LTR,Golgari (BG),356,612
1024,2023-07-09,LTR,Simic (GU),159,334
1025,2023-07-09,LTR,Izzet (UR),1450,2506
1026,2023-07-09,LTR,Boros (RW),803,1459
1027,2023-07-09,LTR,Azorius (WU) + Splash,109,219
1028,2023-07-09,LTR,Dimir (UB) + Splash,389,769
1029,2023-07-09,LTR,Rakdos (BR) + Splash,334,654
1030,2023-07-09,LTR,Gruul (RG) + Splash,77,151
1031,2023-07-09,LTR,Selesnya (GW) + Splash,254,467
1032,2023-07-09,LTR,Orzhov (WB) + Splash,283,522
1033,2023-07-09,LTR,Golgari (BG) + Splash,267,508
1034,2023-07-09,LTR,Simic (GU) + Splash,152,302
1035,2023-07-09,LTR,Izzet (UR) + Splash,362,678
1036,2023-07-09,LTR,Boros (RW) + Splash,72,153
1037,2023-07-09,LTR,Jeskai (WUR),41,83
1038,2023-07-09,LTR,Sultai (UBG),35,58
1039,2023-07-09,LTR,Mardu (BRW),93,190
1040,2023-07-09,LTR,Temur (RGU),15,41
1041,2023-07-09,LTR,Abzan (GWB),125,251
1042,2023-07-09,LTR,Esper (WUB),72,137
1043,2023-07-09,LTR,Grixis (UBR),251,466
1044,2023-07-09,LTR,Jund (BRG),46,95
1045,2023-07-09,LTR,Naya (RGW),67,126
1046,2023-07-09,LTR,Bant (GWU),59,106
1047,2023-07-09,LTR,Jeskai (WUR) + Splash,7,12
1048,2023-07-09,LTR,Sultai (UBG) + Splash,19,34
1049,2023-07-09,LTR,Mardu (BRW) + Splash,13,15
1050,2023-07-09,LTR,Temur (RGU) + Splash,20,38
1051,2023-07-09,LTR,Abzan (GWB) + Splash,27,55
1052,2023-07-09,LTR,Esper (WUB) + Splash,4,6
1053,2023-07-09,LTR,Grixis (UBR) + Splash,18,30
1054,2023-07-09,LTR,Jund (BRG) + Splash,6,16
1055,2023-07-09,LTR,Naya (RGW) + Splash,39,75
1056,2023-07-09,LTR,Bant (GWU) + Splash,28,51
1057,2023-07-09,LTR,Four-color,45,88
1058,2023-07-09,LTR,Four-color + Splash,24,46
1059,2023-07-09,LTR,Five-color,1,1
1060,2023-07-10,LTR,Mono-White,0,0
1061,2023-07-10,LTR,Mono-Blue,4,5
1062,2023-07-10,LTR,Mono-Black,7,12
1063,2023-07-10,LTR,Mono-Red,10,17
1064,2023-07-10,LTR,Mono-Green,4,9
1065,2023-07-10,LTR,Mono-White + Splash,14,20
1066,2023-07-10,LTR,Mono-Blue + Splash,17,30
1067,2023-07-10,LTR,Mono-Black + Splash,15,24
1068,2023-07-10,LTR,Mono-Red + Splash,11,17
1069,2023-07-10,LTR,Mono-Green + Splash,3,12
1070,2023-07-10,LTR,Azorius (WU),248,494
1071,2023-07-10,LTR,Dimir (UB),1019,1761
1072,2023-07-10,LTR,Rakdos (BR),1760,2988
1073,2023-07-10,LTR,Gruul (RG),109,212
1074,2023-07-10,LTR,Selesnya (GW),205,393
1075,2023-07-10,LTR,Orzhov (WB),830,1528
1076,2023-07-10,LTR,Golgari (BG),364,675
1077,2023-07-10,LTR,Simic (GU),145,288
1078,2023-07-10,LTR,Izzet (UR),1412,2501
1079,2023-07-10,LTR,Boros (RW),816,1432
1080,2023-07-10,LTR,Azorius (WU) + Splash,101,194
1081,2023-07-10,LTR,Dimir (UB) + Splash,416,795
1082,2023-07-10,LTR,Rakdos (BR) + Splash,306,596
1083,2023-07-10,LTR,Gruul (RG) + Splash,103,184
1084,2023-07-10,LTR,Selesnya (GW) + Splash,192,387
1085,2023-07-10,LTR,Orzhov (WB) + Splash,204,419
1086,2023-07-10,LTR,Golgari (BG) + Splash,249,474
1087,2023-07-10,LTR,Simic (GU) + Splash,136,270
1088,2023-07-10,LTR,Izzet (UR) + Splash,331,632
1089,2023-07-10,LTR,Boros (RW) + Splash,120,222
1090,2023-07-10,LTR,Jeskai (WUR),46,80
1091,2023-07-10,LTR,Sultai (UBG),53,108
1092,2023-07-10,LTR,Mardu (BRW),96,195
1093,2023-07-10,LTR,Temur (RGU),22,49
1094,2023-07-10,LTR,Abzan (GWB),113,228
1095,2023-07-10,LTR,Esper (WUB),91,176
1096,2023-07-10,LTR,Grixis (UBR),263,492
1097,2023-07-10,LTR,Jund (BRG),81,136
1098,2023-07-10,LTR,Naya (RGW),77,140
1099,2023-07-10,LTR,Bant (GWU),52,84
1100,2023-07-10,LTR,Jeskai (WUR) + Splash,18,28
1101,2023-07-10,LTR,Sultai (UBG) + Splash,24,43
1102,2023-07-10,LTR,Mardu (BRW) + Splash,17,31
1103,2023-07-10,LTR,Temur (RGU) + Splash,20,34
1104,2023-07-10,LTR,Abzan (GWB) + Splash,72,130
1105,2023-07-10,LTR,Esper (WUB) + Splash,4,7
1106,2023-07-10,LTR,Grixis (UBR) + Splash,15,24
1107,2023-07-10,LTR,Jund (BRG) + Splash,16,29
1108,2023-07-10,LTR,Naya (RGW) + Splash,49,93
1109,2023-07-10,LTR,Bant (GWU) + Splash,48,86
1110,2023-07-10,LTR,Four-color,42,71
1111,2023-07-10,LTR,Four-color + Splash,2,10
1112,2023-07-10,LTR,Five-color,1,5
1113,2023-07-11,LTR,Mono-White,0,0
1114,2023-07-11,LTR,Mono-Blue,4,9
1115,2023-07-11,LTR,Mono-Black,17,21
1116,2023-07-11,LTR,Mono-Red,6,12
1117,2023-07-11,LTR,Mono-Green,0,0
1118,2023-07-11,LTR,Mono-White + Splash,10,17
1119,2023-07-11,LTR,Mono-Blue + Splash,13,28
1120,2023-07-11,LTR,Mono-Black + Splash,19,35
1121,2023-07-11,LTR,Mono-Red + Splash,11,16
1122,2023-07-11,LTR,Mono-Green + Splash,6,11
1123,2023-07-11,LTR,Azorius (WU),210,399
1124,2023-07-11,LTR,Dimir (UB),850,1512
1125,2023-07-11,LTR,Rakdos (BR),1463,2572
1126,2023-07-11,LTR,Gruul (RG),173,289
1127,2023-07-11,LTR,Selesnya (GW),180,337
1128,2023-07-11,LTR,Orzhov (WB),676,1171
1129,2023-07-11,LTR,Golgari (BG),290,509
1130,2023-07-11,LTR,Simic (GU),151,289
1131,2023-07-11,LTR,Izzet (UR),1391,2387
1132,2023-07-11,LTR,Boros (RW),665,1169
1133,2023-07-11,LTR,Azorius (WU) + Splash,91,179
1134,2023-07-11,LTR,Dimir (UB) + Splash,404,758
1135,2023-07-11,LTR,Rakdos (BR) + Splash,305,571
1136,2023-07-11,LTR,Gruul (RG) + Splash,77,147
1137,2023-07-11,LTR,Selesnya (GW) + Splash,190,393
1138,2023-07-11,LTR,Orzhov (WB) + Splash,207,393
1139,2023-07-11,LTR,Golgari (BG) + Splash,231,419
1140,2023-07-11,LTR,Simic (GU) + Splash,115,242
1141,2023-07-11,LTR,Izzet (UR) + Splash,345,597
1142,2023-07-11,LTR,Boros (RW) + Splash,77,170
1143,2023-07-11,LTR,Jeskai (WUR),46,86
1144,2023-07-11,LTR,Sultai (UBG),80,154
1145,2023-07-11,LTR,Mardu (BRW),55,119
1146,2023-07-11,LTR,Temur (RGU),21,36
1147,2023-07-11,LTR,Abzan (GWB),141,264
1148,2023-07-11,LTR,Esper (WUB),61,111
1149,2023-07-11,LTR,Grixis (UBR),201,398
1150,2023-07-11,LTR,Jund (BRG),61,130
1151,2023-07-11,LTR,Naya (RGW),66,125
1152,2023-07-11,LTR,Bant (GWU),37,66
1153,2023-07-11,LTR,Jeskai (WUR) + Splash,13,24
1154,2023-07-11,LTR,Sultai (UBG) + Splash,25,39
1155,2023-07-11,LTR,Mardu (BRW) + Splash,0,0
1156,2023-07-11,LTR,Temur (RGU) + Splash,2,12
1157,2023-07-11,LTR,Abzan (GWB) + Splash,31,56
1158,2023-07-11,LTR,Esper (WUB) + Splash,6,18
1159,2023-07-11,LTR,Grixis (UBR) + Splash,19,38
1160,2023-07-11,LTR,Jund (BRG) + Splash,14,22
1161,2023-07-11,LTR,Naya (RGW) + Splash,52,89
1162,2023-07-11,LTR,Bant (GWU) + Splash,32,60
1163,2023-07-11,LTR,Four-color,25,48
1164,2023-07-11,LTR,Four-color + Splash,18,38
1165,2023-07-11,LTR,Five-color,2,2
1166,2023-07-12,LTR,Mono-White,0,0
1167,2023-07-12,LTR,Mono-Blue,0,1
1168,2023-07-12,LTR,Mono-Black,7,13
1169,2023-07-12,LTR,Mono-Red,5,7
1170,2023-07-12,LTR,Mono-Green,0,0
1171,2023-07-12,LTR,Mono-White + Splash,11,17
1172,2023-07-12,LTR,Mono-Blue + Splash,13,20
1173,2023-07-12,LTR,Mono-Black + Splash,18,32
1174,2023-07-12,LTR,Mono-Red + Splash,8,13
1175,2023-07-12,LTR,Mono-Green + Splash,12,20
1176,2023-07-12,LTR,Azorius (WU),258,484
1177,2023-07-12,LTR,Dimir (UB),763,1362
1178,2023-07-12,LTR,Rakdos (BR),1351,2399
1179,2023-07-12,LTR,Gruul (RG),106,193
1180,2023-07-12,LTR,Selesnya (GW),219,427
1181,2023-07-12,LTR,Orzhov (WB),686,1229
1182,2023-07-12,LTR,Golgari (BG),249,446
1183,2023-07-12,LTR,Simic (GU),119,251
1184,2023-07-12,LTR,Izzet (UR),1296,2281
1185,2023-07-12,LTR,Boros (RW),605,1073
1186,2023-07-12,LTR,Azorius (WU) + Splash,81,160
1187,2023-07-12,LTR,Dimir (UB) + Splash,408,765
1188,2023-07-12,LTR,Rakdos (BR) + Splash,272,496
1189,2023-07-12,LTR,Gruul (RG) + Splash,97,189
1190,2023-07-12,LTR,Selesnya (GW) + Splash,216,397
1191,2023-07-12,LTR,Orzhov (WB) + Splash,230,415
1192,2023-07-12,LTR,Golgari (BG) + Splash,231,427
1193,2023-07-12,LTR,Simic (GU) + Splash,163,296
1194,2023-07-12,LTR,Izzet (UR) + Splash,258,516
1195,2023-07-12,LTR,Boros (RW) + Splash,87,185
1196,2023-07-12,LTR,Jeskai (WUR),24,49
1197,2023-07-12,LTR,Sultai (UBG),34,71
1198,2023-07-12,LTR,Mardu (BRW),49,95
1199,2023-07-12,LTR,Temur (RGU),7,17
1200,2023-07-12,LTR,Abzan (GWB),104,196
1201,2023-07-12,LTR,Esper (WUB),62,136
1202,2023-07-12,LTR,Grixis (UBR),219,404
1203,2023-07-12,LTR,Jund (BRG),88,162
1204,2023-07-12,LTR,Naya (RGW),81,138
1205,2023-07-12,LTR,Bant (GWU),48,85
1206,2023-07-12,LTR,Jeskai (WUR) + Splash,3,8
1207,2023-07-12,LTR,Sultai (UBG) + Splash,17,44
1208,2023-07-12,LTR,Mardu (BRW) + Splash,4,10
1209,2023-07-12,LTR,Temur (RGU) + Splash,12,29
1210,2023-07-12,LTR,Abzan (GWB) + Splash,23,59
1211,2023-07-12,LTR,Esper (WUB) + Splash,6,9
1212,2023-07-12,LTR,Grixis (UBR) + Splash,4,17
1213,2023-07-12,LTR,Jund (BRG) + Splash,9,19
1214,2023-07-12,LTR,Naya (RGW) + Splash,39,64
1215,2023-07-12,LTR,Bant (GWU) + Splash,33,70
1216,2023-07-12,LTR,Four-color,35,71
1217,2023-07-12,LTR,Four-color + Splash,15,34
1218,2023-07-12,LTR,Five-color,8,19
1219,2023-07-13,LTR,Mono-White,0,0
1220,2023-07-13,LTR,Mono-Blue,0,0
1221,2023-07-13,LTR,Mono-Black,14,23
1222,2023-07-13,LTR,Mono-Red,6,9
1223,2023-07-13,LTR,Mono-Green,0,0
1224,2023-07-13,LTR,Mono-White + Splash,0,0
1225,2023-07-13,LTR,Mono-Blue + Splash,23,39
1226,2023-07-13,LTR,Mono-Black + Splash,20,32
1227,2023-07-13,LTR,Mono-Red + Splash,7,14
1228,2023-07-13,LTR,Mono-Green + Splash,5,11
1229,2023-07-13,LTR,Azorius (WU),222,422
1230,2023-07-13,LTR,Dimir (UB),875,1504
1231,2023-07-13,LTR,Rakdos (BR),1275,2188
1232,2023-07-13,LTR,Gruul (RG),103,187
1233,2023-07-13,LTR,Selesnya (GW),208,371
1234,2023-07-13,LTR,Orzhov (WB),658,1208
1235,2023-07-13,LTR,Golgari (BG),298,516
1236,2023-07-13,LTR,Simic (GU),138,275
1237,2023-07-13,LTR,Izzet (UR),1219,2171
1238,2023-07-13,LTR,Boros (RW),666,1193
1239,2023-07-13,LTR,Azorius (WU) + Splash,44,109
1240,2023-07-13,LTR,Dimir (UB) + Splash,487,872
1241,2023-07-13,LTR,Rakdos (BR) + Splash,285,526
1242,2023-07-13,LTR,Gruul (RG) + Splash,88,174
1243,2023-07-13,LTR,Selesnya (GW) + Splash,220,408
1244,2023-07-13,LTR,Orzhov (WB) + Splash,194,356
1245,2023-07-13,LTR,Golgari (BG) + Splash,250,461
1246,2023-07-13,LTR,Simic (GU) + Splash,130,248
1247,2023-07-13,LTR,Izzet (UR) + Splash,328,610
1248,2023-07-13,LTR,Boros (RW) + Splash,75,174
1249,2023-07-13,LTR,Jeskai (WUR),25,58
1250,2023-07-13,LTR,Sultai (UBG),54,93
1251,2023-07-13,LTR,Mardu (BRW),65,127
1252,2023-07-13,LTR,Temur (RGU),6,17
1253,2023-07-13,LTR,Abzan (GWB),143,273
1254,2023-07-13,LTR,Esper (WUB),47,103
1255,2023-07-13,LTR,Grixis (UBR),200,390
1256,2023-07-13,LTR,Jund (BRG),62,124
1257,2023-07-13,LTR,Naya (RGW),68,129
1258,2023-07-13,LTR,Bant (GWU),42,82
1259,2023-07-13,LTR,Jeskai (WUR) + Splash,6,12
1260,2023-07-13,LTR,Sultai (UBG) + Splash,15,38
1261,2023-07-13,LTR,Mardu (BRW) + Splash,0,0
1262,2023-07-13,LTR,Temur (RGU) + Splash,9,23
1263,2023-07-13,LTR,Abzan (GWB) + Splash,65,122
1264,2023-07-13,LTR,Esper (WUB) + Splash,0,4
1265,2023-07-13,LTR,Grixis (UBR) + Splash,6,10
1266,2023-07-13,LTR,Jund (BRG) + Splash,7,13
1267,2023-07-13,LTR,Naya (RGW) + Splash,30,65
1268,2023-07-13,LTR,Bant (GWU) + Splash,40,91
1269,2023-07-13,LTR,Four-color,27,53
1270,2023-07-13,LTR,Four-color + Splash,6,18
1271,2023-07-13,LTR,Five-color,0,0
1272,2023-07-14,LTR,Mono-White,1,4
1273,2023-07-14,LTR,Mono-Blue,0,0
1274,2023-07-14,LTR,Mono-Black,1,4
1275,2023-07-14,LTR,Mono-Red,7,10
1276,2023-07-14,LTR,Mono-Green,0,0
1277,2023-07-14,LTR,Mono-White + Splash,8,19
1278,2023-07-14,LTR,Mono-Blue + Splash,17,34
1279,2023-07-14,LTR,Mono-Black + Splash,9,13
1280,2023-07-14,LTR,Mono-Red + Splash,12,19
1281,2023-07-14,LTR,Mono-Green + Splash,5,10
1282,2023-07-14,LTR,Azorius (WU),204,379
1283,2023-07-14,LTR,Dimir (UB),762,1317
1284,2023-07-14,LTR,Rakdos (BR),1510,2584
1285,2023-07-14,LTR,Gruul (RG),136,232
1286,2023-07-14,LTR,Selesnya (GW),195,356
1287,2023-07-14,LTR,Orzhov (WB),721,1242
1288,2023-07-14,LTR,Golgari (BG),261,480
1289,2023-07-14,LTR,Simic (GU),197,379
1290,2023-07-14,LTR,Izzet (UR),1297,2259
1291,2023-07-14,LTR,Boros (RW),676,1170
1292,2023-07-14,LTR,Azorius (WU) + Splash,58,116
1293,2023-07-14,LTR,Dimir (UB) + Splash,462,866
1294,2023-07-14,LTR,Rakdos (BR) + Splash,247,458
1295,2023-07-14,LTR,Gruul (RG) + Splash,109,223
1296,2023-07-14,LTR,Selesnya (GW) + Splash,197,364
1297,2023-07-14,LTR,Orzhov (WB) + Splash,164,328
1298,2023-07-14,LTR,Golgari (BG) + Splash,184,385
1299,2023-07-14,LTR,Simic (GU) + Splash,116,212
1300,2023-07-14,LTR,Izzet (UR) + Splash,321,599
1301,2023-07-14,LTR,Boros (RW) + Splash,70,136
1302,2023-07-14,LTR,Jeskai (WUR),30,54
1303,2023-07-14,LTR,Sultai (UBG),40,81
1304,2023-07-14,LTR,Mardu (BRW),58,114
1305,2023-07-14,LTR,Temur (RGU),19,44
1306,2023-07-14,LTR,Abzan (GWB),121,216
1307,2023-07-14,LTR,Esper (WUB),57,112
1308,2023-07-14,LTR,Grixis (UBR),195,384
1309,2023-07-14,LTR,Jund (BRG),78,134
1310,2023-07-14,LTR,Naya (RGW),39,92
1311,2023-07-14,LTR,Bant (GWU),15,26
1312,2023-07-14,LTR,Jeskai (WUR) + Splash,1,3
1313,2023-07-14,LTR,Sultai (UBG) + Splash,14,25
1314,2023-07-14,LTR,Mardu (BRW) + Splash,9,13
1315,2023-07-14,LTR,Temur (RGU) + Splash,3,12
1316,2023-07-14,LTR,Abzan (GWB) + Splash,21,48
1317,2023-07-14,LTR,Esper (WUB) + Splash,0,2
1318,2023-07-14,LTR,Grixis (UBR) + Splash,21,39
1319,2023-07-14,LTR,Jund (BRG) + Splash,20,36
1320,2023-07-14,LTR,Naya (RGW) + Splash,48,85
1321,2023-07-14,LTR,Bant (GWU) + Splash,38,60
1322,2023-07-14,LTR,Four-color,29,57
1323,2023-07-14,LTR,Four-color + Splash,17,31
1324,2023-07-14,LTR,Five-color,1,3
1325,2023-07-15,LTR,Mono-White,0,0
1326,2023-07-15,LTR,Mono-Blue,0,3
1327,2023-07-15,LTR,Mono-Black,5,10
1328,2023-07-15,LTR,Mono-Red,0,0
1329,2023-07-15,LTR,Mono-Green,0,0
1330,2023-07-15,LTR,Mono-White + Splash,1,2
1331,2023-07-15,LTR,Mono-Blue + Splash,18,27
1332,2023-07-15,LTR,Mono-Black + Splash,20,32
1333,2023-07-15,LTR,Mono-Red + Splash,4,5
1334,2023-07-15,LTR,Mono-Green + Splash,11,19
1335,2023-07-15,LTR,Azorius (WU),189,357
1336,2023-07-15,LTR,Dimir (UB),881,1586
1337,2023-07-15,LTR,Rakdos (BR),1333,2301
1338,2023-07-15,LTR,Gruul (RG),129,226
1339,2023-07-15,LTR,Selesnya (GW),142,276
1340,2023-07-15,LTR,Orzhov (WB),695,1214
1341,2023-07-15,LTR,Golgari (BG),268,472
1342,2023-07-15,LTR,Simic (GU),171,317
1343,2023-07-15,LTR,Izzet (UR),1394,2423
1344,2023-07-15,LTR,Boros (RW),636,1123
1345,2023-07-15,LTR,Azorius (WU) + Splash,55,122
1346,2023-07-15,LTR,Dimir (UB) + Splash,339,655
1347,2023-07-15,LTR,Rakdos (BR) + Splash,279,543
1348,2023-07-15,LTR,Gruul (RG) + Splash,78,160
1349,2023-07-15,LTR,Selesnya (GW) + Splash,312,551
1350,2023-07-15,LTR,Orzhov (WB) + Splash,194,354
1351,2023-07-15,LTR,Golgari (BG) + Splash,205,358
1352,2023-07-15,LTR,Simic (GU) + Splash,124,233
1353,2023-07-15,LTR,Izzet (UR) + Splash,362,624
1354,2023-07-15,LTR,Boros (RW) + Splash,96,194
1355,2023-07-15,LTR,Jeskai (WUR),36,73
1356,2023-07-15,LTR,Sultai (UBG),35,71
1357,2023-07-15,LTR,Mardu (BRW),81,155
1358,2023-07-15,LTR,Temur (RGU),22,49
1359,2023-07-15,LTR,Abzan (GWB),130,227
1360,2023-07-15,LTR,Esper (WUB),40,78
1361,2023-07-15,LTR,Grixis (UBR),173,327
1362,2023-07-15,LTR,Jund (BRG),30,61
1363,2023-07-15,LTR,Naya (RGW),42,86
1364,2023-07-15,LTR,Bant (GWU),16,42
1365,2023-07-15,LTR,Jeskai (WUR) + Splash,4,9
1366,2023-07-15,LTR,Sultai (UBG) + Splash,22,40
1367,2023-07-15,LTR,Mardu (BRW) + Splash,5,8
1368,2023-07-15,LTR,Temur (RGU) + Splash,14,25
1369,2023-07-15,LTR,Abzan (GWB) + Splash,32,79
1370,2023-07-15,LTR,Esper (WUB) + Splash,4,7
1371,2023-07-15,LTR,Grixis (UBR) + Splash,15,19
1372,2023-07-15,LTR,Jund (BRG) + Splash,29,49
1373,2023-07-15,LTR,Naya (RGW) + Splash,47,90
1374,2023-07-15,LTR,Bant (GWU) + Splash,22,50
1375,2023-07-15,LTR,Four-color,24,54
1376,2023-07-15,LTR,Four-color + Splash,23,39
1377,2023-07-15,LTR,Five-color,0,0
1378,2023-07-16,LTR,Mono-White,0,0
1379,2023-07-16,LTR,Mono-Blue,5,8
1380,2023-07-16,LTR,Mono-Black,5,7
1381,2023-07-16,LTR,Mono-Red,0,0
1382,2023-07-16,LTR,Mono-Green,0,0
1383,2023-07-16,LTR,Mono-White + Splash,6,11
1384,2023-07-16,LTR,Mono-Blue + Splash,15,31
1385,2023-07-16,LTR,Mono-Black + Splash,17,33
1386,2023-07-16,LTR,Mono-Red + Splash,7,12
1387,2023-07-16,LTR,Mono-Green + Splash,7,20
1388,2023-07-16,LTR,Azorius (WU),234,423
1389,2023-07-16,LTR,Dimir (UB),843,1449
1390,2023-07-16,LTR,Rakdos (BR),1295,2221
1391,2023-07-16,LTR,Gruul (RG),73,148
1392,2023-07-16,LTR,Selesnya (GW),192,367
1393,2023-07-16,LTR,Orzhov (WB),703,1214
1394,2023-07-16,LTR,Golgari (BG),245,433
1395,2023-07-16,LTR,Simic (GU),155,272
1396,2023-07-16,LTR,Izzet (UR),1304,2345
1397,2023-07-16,LTR,Boros (RW),612,1100
1398,2023-07-16,LTR,Azorius (WU) + Splash,97,171
1399,2023-07-16,LTR,Dimir (UB) + Splash,355,672
1400,2023-07-16,LTR,Rakdos (BR) + Splash,316,609
1401,2023-07-16,LTR,Gruul (RG) + Splash,97,177
1402,2023-07-16,LTR,Selesnya (GW) + Splash,178,332
1403,2023-07-16,LTR,Orzhov (WB) + Splash,189,327
1404,2023-07-16,LTR,Golgari (BG) + Splash,231,410
1405,2023-07-16,LTR,Simic (GU) + Splash,128,256
1406,2023-07-16,LTR,Izzet (UR) + Splash,297,552
1407,2023-07-16,LTR,Boros (RW) + Splash,80,156
1408,2023-07-16,LTR,Jeskai (WUR),26,64
1409,2023-07-16,LTR,Sultai (UBG),50,103
1410,2023-07-16,LTR,Mardu (BRW),44,86
1411,2023-07-16,LTR,Temur (RGU),24,41
1412,2023-07-16,LTR,Abzan (GWB),81,173
1413,2023-07-16,LTR,Esper (WUB),68,120
1414,2023-07-16,LTR,Grixis (UBR),231,458
1415,2023-07-16,LTR,Jund (BRG),65,109
1416,2023-07-16,LTR,Naya (RGW),53,107
1417,2023-07-16,LTR,Bant (GWU),38,82
1418,2023-07-16,LTR,Jeskai (WUR) + Splash,10,19
1419,2023-07-16,LTR,Sultai (UBG) + Splash,27,49
1420,2023-07-16,LTR,Mardu (BRW) + Splash,10,16
1421,2023-07-16,LTR,Temur (RGU) + Splash,24,44
1422,2023-07-16,LTR,Abzan (GWB) + Splash,59,102
1423,2023-07-16,LTR,Esper (WUB) + Splash,7,13
1424,2023-07-16,LTR,Grixis (UBR) + Splash,14,28
1425,2023-07-16,LTR,Jund (BRG) + Splash,9,19
1426,2023-07-16,LTR,Naya (RGW) + Splash,22,46
1427,2023-07-16,LTR,Bant (GWU) + Splash,23,45
1428,2023-07-16,LTR,Four-color,40,81
1429,2023-07-16,LTR,Four-color + Splash,13,20
1430,2023-07-16,LTR,Five-color,0,0
1431,2023-07-17,LTR,Mono-White,0,0
1432,2023-07-17,LTR,Mono-Blue,0,1
1433,2023-07-17,LTR,Mono-Black,2,3
1434,2023-07-17,LTR,Mono-Red,1,3
1435,2023-07-17,LTR,Mono-Green,2,3
1436,2023-07-17,LTR,Mono-White + Splash,4,8
1437,2023-07-17,LTR,Mono-Blue + Splash,14,21
1438,2023-07-17,LTR,Mono-Black + Splash,1,2
1439,2023-07-17,LTR,Mono-Red + Splash,3,5
1440,2023-07-17,LTR,Mono-Green + Splash,6,15
1441,2023-07-17,LTR,Azorius (WU),143,279
1442,2023-07-17,LTR,Dimir (UB),802,1443
1443,2023-07-17,LTR,Rakdos (BR),1270,2162
1444,2023-07-17,LTR,Gruul (RG),98,178
1445,2023-07-17,LTR,Selesnya (GW),140,288
1446,2023-07-17,LTR,Orzhov (WB),473,877
1447,2023-07-17,LTR,Golgari (BG),246,435
1448,2023-07-17,LTR,Simic (GU),118,222
1449,2023-07-17,LTR,Izzet (UR),1074,1972
1450,2023-07-17,LTR,Boros (RW),464,852
1451,2023-07-17,LTR,Azorius (WU) + Splash,82,163
1452,2023-07-17,LTR,Dimir (UB) + Splash,342,613
1453,2023-07-17,LTR,Rakdos (BR) + Splash,308,568
1454,2023-07-17,LTR,Gruul (RG) + Splash,88,181
1455,2023-07-17,LTR,Selesnya (GW) + Splash,196,367
1456,2023-07-17,LTR,Orzhov (WB) + Splash,154,318
1457,2023-07-17,LTR,Golgari (BG) + Splash,217,387
1458,2023-07-17,LTR,Simic (GU) + Splash,104,218
1459,2023-07-17,LTR,Izzet (UR) + Splash,352,614
1460,2023-07-17,LTR,Boros (RW) + Splash,81,154
1461,2023-07-17,LTR,Jeskai (WUR),42,69
1462,2023-07-17,LTR,Sultai (UBG),29,60
1463,2023-07-17,LTR,Mardu (BRW),53,101
1464,2023-07-17,LTR,Temur (RGU),22,43
1465,2023-07-17,LTR,Abzan (GWB),96,163
1466,2023-07-17,LTR,Esper (WUB),29,64
1467,2023-07-17,LTR,Grixis (UBR),199,366
1468,2023-07-17,LTR,Jund (BRG),63,109
1469,2023-07-17,LTR,Naya (RGW),59,115
1470,2023-07-17,LTR,Bant (GWU),35,71
1471,2023-07-17,LTR,Jeskai (WUR) + Splash,4,7
1472,2023-07-17,LTR,Sultai (UBG) + Splash,22,33
1473,2023-07-17,LTR,Mardu (BRW) + Splash,14,19
1474,2023-07-17,LTR,Temur (RGU) + Splash,12,24
1475,2023-07-17,LTR,Abzan (GWB) + Splash,28,61
1476,2023-07-17,LTR,Esper (WUB) + Splash,0,3
1477,2023-07-17,LTR,Grixis (UBR) + Splash,24,38
1478,2023-07-17,LTR,Jund (BRG) + Splash,11,34
1479,2023-07-17,LTR,Naya (RGW) + Splash,33,68
1480,2023-07-17,LTR,Bant (GWU) + Splash,24,45
1481,2023-07-17,LTR,Four-color,21,46
1482,2023-07-17,LTR,Four-color + Splash,13,23
1483,2023-07-17,LTR,Five-color,0,1
1484,2023-07-18,LTR,Mono-White,0,0
1485,2023-07-18,LTR,Mono-Blue,2,5
1486,2023-07-18,LTR,Mono-Black,2,4
1487,2023-07-18,LTR,Mono-Red,0,0
1488,2023-07-18,LTR,Mono-Green,0,0
1489,2023-07-18,LTR,Mono-White + Splash,1,1
1490,2023-07-18,LTR,Mono-Blue + Splash,2,7
1491,2023-07-18,LTR,Mono-Black + Splash,4,8
1492,2023-07-18,LTR,Mono-Red + Splash,4,7
1493,2023-07-18,LTR,Mono-Green + Splash,2,5
1494,2023-07-18,LTR,Azorius (WU),130,254
1495,2023-07-18,LTR,Dimir (UB),606,1079
1496,2023-07-18,LTR,Rakdos (BR),1030,1725
1497,2023-07-18,LTR,Gruul (RG),69,128
1498,2023-07-18,LTR,Selesnya (GW),102,182
1499,2023-07-18,LTR,Orzhov (WB),485,820
1500,2023-07-18,LTR,Golgari (BG),157,292
1501,2023-07-18,LTR,Simic (GU),100,201
1502,2023-07-18,LTR,Izzet (UR),890,1566
1503,2023-07-18,LTR,Boros (RW),414,750
1504,2023-07-18,LTR,Azorius (WU) + Splash,99,193
1505,2023-07-18,LTR,Dimir (UB) + Splash,352,650
1506,2023-07-18,LTR,Rakdos (BR) + Splash,248,464
1507,2023-07-18,LTR,Gruul (RG) + Splash,74,144
1508,2023-07-18,LTR,Selesnya (GW) + Splash,171,310
